হ,ও,য,়,া,&,হ,ৃ,য,়,া,#,হ,ৃ,য,়,া,$,COPY	হ,ও,য,়,া
ল,ি,ঙ,্,গ,&,ল,ি,শ,্,গ,#,ল,ি,শ,্,গ,গ,ু,ল,া,$,N,NOM,DEF,PL	ল,ি,ঙ,্,গ,গ,ু,ল,া
ল,ি,ঙ,্,গ,&,ৃ,ি,ঙ,্,গ,#,ৃ,ি,ঙ,্,গ,$,N,ACC,NDEF	ল,ি,ঙ,্,গ
ল,ি,ঙ,্,গ,&,ল,ি,ঙ,শ,গ,#,ল,ি,ঙ,শ,গ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ল,ি,ঙ,্,গ,গ,ু,ল,া,র
ল,ি,ঙ,্,গ,&,স,ি,ঙ,্,গ,#,স,ি,ঙ,্,গ,গ,ু,ল,া,$,N,ACC,DEF,PL	ল,ি,ঙ,্,গ,গ,ু,ল,া
ল,ি,ঙ,্,গ,&,ল,অ,ঙ,্,গ,#,ল,অ,ঙ,্,গ,ে,$,N,LOC,NDEF	ল,ি,ঙ,্,গ,ে
ল,ি,ঙ,্,গ,&,শ,ি,ণ,ছ,গ,#,শ,ি,ণ,ছ,গ,$,N,NOM,NDEF	ল,ি,ঙ,্,গ
ল,ি,ঙ,্,গ,&,ল,ি,ঙ,্,হ,#,ল,ি,ঙ,্,হ,ে,র,$,N,GEN,NDEF	ল,ি,ঙ,্,গ,ে,র
ল,ি,ঙ,্,গ,&,ন,ি,ঙ,্,গ,#,ন,ি,ঙ,্,গ,ট,া,$,N,NOM,DEF,SG	ল,ি,ঙ,্,গ,ট,া
গ,া,জ,র,&,গ,া,়,র,#,গ,া,়,র,$,COPY	গ,া,জ,র
গ,া,জ,র,&,গ,ট,জ,র,#,গ,ট,জ,র,গ,ু,ল,া,$,N,NOM,DEF,PL	গ,া,জ,র,গ,ু,ল,া
গ,া,জ,র,&,য,া,জ,র,#,য,া,জ,র,ট,া,ত,ে,$,N,LOC,DEF,SG	গ,া,জ,র,ট,া,ত,ে
গ,া,জ,র,&,গ,ু,জ,র,#,গ,ু,জ,র,ে,$,N,LOC,NDEF	গ,া,জ,র,ে
গ,া,জ,র,&,গ,ঁ,জ,র,#,গ,ঁ,জ,র,ট,া,র,$,N,GEN,DEF,SG	গ,া,জ,র,ট,া,র
গ,া,জ,র,&,ণ,া,ম,র,#,ণ,া,ম,র,ট,া,$,N,ACC,DEF,SG	গ,া,জ,র,ট,া
গ,া,জ,র,&,গ,া,উ,র,#,গ,া,উ,র,ে,র,$,N,GEN,NDEF	গ,া,জ,র,ে,র
গ,া,জ,র,&,গ,ফ,জ,র,#,গ,ফ,জ,র,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	গ,া,জ,র,গ,ু,ল,া,ত,ে
গ,া,জ,র,&,ে,ত,খ,র,#,ে,ত,খ,র,গ,ু,ল,া,র,$,N,GEN,DEF,PL	গ,া,জ,র,গ,ু,ল,া,র
গ,া,জ,র,&,গ,ন,জ,র,#,গ,ন,জ,র,গ,ু,ল,া,$,N,ACC,DEF,PL	গ,া,জ,র,গ,ু,ল,া
গ,া,জ,র,&,গ,য,জ,র,#,গ,য,জ,র,$,N,NOM,NDEF	গ,া,জ,র
গ,া,জ,র,&,গ,ক,জ,র,#,গ,ক,জ,র,ট,া,$,N,NOM,DEF,SG	গ,া,জ,র,ট,া
গ,া,জ,র,&,গ,ঘ,ঙ,র,#,গ,ঘ,ঙ,র,$,N,ACC,NDEF	গ,া,জ,র
ত,র,ঙ,্,গ,&,ত,র,ঙ,্,ণ,#,ত,র,ঙ,্,ণ,$,COPY	ত,র,ঙ,্,গ
ত,র,ঙ,্,গ,&,ছ,র,অ,চ,গ,#,ছ,র,অ,চ,গ,ে,র,$,N,GEN,NDEF	ত,র,ঙ,্,গ,ে,র
ত,র,ঙ,্,গ,&,ত,র,ঙ,ব,গ,#,ত,র,ঙ,ব,গ,ট,া,ত,ে,$,N,LOC,DEF,SG	ত,র,ঙ,্,গ,ট,া,ত,ে
ত,র,ঙ,্,গ,&,ত,ছ,ও,্,গ,#,ত,ছ,ও,্,গ,$,N,NOM,NDEF	ত,র,ঙ,্,গ
ত,র,ঙ,্,গ,&,ন,র,ঙ,্,গ,#,ন,র,ঙ,্,গ,গ,ু,ল,া,$,N,ACC,DEF,PL	ত,র,ঙ,্,গ,গ,ু,ল,া
ত,র,ঙ,্,গ,&,ফ,র,ঙ,্,ড,#,ফ,র,ঙ,্,ড,ট,া,$,N,NOM,DEF,SG	ত,র,ঙ,্,গ,ট,া
ত,র,ঙ,্,গ,&,ত,্,ও,্,গ,#,ত,্,ও,্,গ,গ,ু,ল,া,র,$,N,GEN,DEF,PL	ত,র,ঙ,্,গ,গ,ু,ল,া,র
ত,র,ঙ,্,গ,&,ে,ছ,ভ,্,গ,#,ে,ছ,ভ,্,গ,ট,া,র,$,N,GEN,DEF,SG	ত,র,ঙ,্,গ,ট,া,র
ত,র,ঙ,্,গ,&,ক,র,ঙ,ট,গ,#,ক,র,ঙ,ট,গ,গ,ু,ল,া,$,N,NOM,DEF,PL	ত,র,ঙ,্,গ,গ,ু,ল,া
ত,র,ঙ,্,গ,&,ত,র,উ,্,গ,#,ত,র,উ,্,গ,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	ত,র,ঙ,্,গ,গ,ু,ল,া,ত,ে
ত,র,ঙ,্,গ,&,ত,র,ঙ,ভ,গ,#,ত,র,ঙ,ভ,গ,$,N,ACC,NDEF	ত,র,ঙ,্,গ
ত,র,ঙ,্,গ,&,ঙ,র,ঙ,্,গ,#,ঙ,র,ঙ,্,গ,ে,$,N,LOC,NDEF	ত,র,ঙ,্,গ,ে
ত,র,ঙ,্,গ,&,ত,গ,ঙ,্,গ,#,ত,গ,ঙ,্,গ,ট,া,$,N,ACC,DEF,SG	ত,র,ঙ,্,গ,ট,া
এ,ল,া,ক,া,&,এ,ল,া,ণ,া,#,এ,ল,া,ণ,া,$,COPY	এ,ল,া,ক,া
এ,ল,া,ক,া,&,ো,ল,া,ক,া,#,ো,ল,া,ক,া,গ,ু,ল,া,র,$,N,GEN,DEF,PL	এ,ল,া,ক,া,গ,ু,ল,া,র
এ,ল,া,ক,া,&,দ,ল,া,ক,া,#,দ,ল,া,ক,া,র,$,N,GEN,NDEF	এ,ল,া,ক,া,র
এ,ল,া,ক,া,&,ভ,ল,া,ক,া,#,ভ,ল,া,ক,া,গ,ু,ল,া,$,N,ACC,DEF,PL	এ,ল,া,ক,া,গ,ু,ল,া
এ,ল,া,ক,া,&,এ,ল,ঢ,ত,া,#,এ,ল,ঢ,ত,া,ট,া,$,N,NOM,DEF,SG	এ,ল,া,ক,া,ট,া
এ,ল,া,ক,া,&,এ,ল,ে,ক,া,#,এ,ল,ে,ক,া,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	এ,ল,া,ক,া,গ,ু,ল,া,ত,ে
এ,ল,া,ক,া,&,ধ,ল,ম,ন,া,#,ধ,ল,ম,ন,া,$,N,NOM,NDEF	এ,ল,া,ক,া
এ,ল,া,ক,া,&,এ,ঘ,া,ক,া,#,এ,ঘ,া,ক,া,ট,া,র,$,N,GEN,DEF,SG	এ,ল,া,ক,া,ট,া,র
এ,ল,া,ক,া,&,এ,ও,দ,ক,া,#,এ,ও,দ,ক,া,ট,া,$,N,ACC,DEF,SG	এ,ল,া,ক,া,ট,া
এ,ল,া,ক,া,&,এ,ল,ণ,ক,া,#,এ,ল,ণ,ক,া,ট,া,ত,ে,$,N,LOC,DEF,SG	এ,ল,া,ক,া,ট,া,ত,ে
এ,ল,া,ক,া,&,এ,ল,ক,ক,া,#,এ,ল,ক,ক,া,$,N,ACC,NDEF	এ,ল,া,ক,া
এ,ল,া,ক,া,&,এ,ঝ,া,ক,া,#,এ,ঝ,া,ক,া,ত,ে,$,N,LOC,NDEF	এ,ল,া,ক,া,ত,ে
এ,ল,া,ক,া,&,ন,ও,া,ক,া,#,ন,ও,া,ক,া,গ,ু,ল,া,$,N,NOM,DEF,PL	এ,ল,া,ক,া,গ,ু,ল,া
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,উ,দ,ত,শ,স,া,#,ভ,া,উ,দ,ত,শ,স,া,$,COPY	ভ,া,ল,ো,ব,া,স,া
ভ,া,ল,ো,ব,া,স,া,&,ঙ,া,ল,ো,ব,া,স,া,#,ঙ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,া,ম
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,া,দ,া,স,া,#,ভ,া,ল,া,দ,া,স,ব,ি,$,V,2,FUT,LGSPEC1	ভ,া,ল,ো,ব,া,স,ব,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ব,ো,ল,া,স,া,#,ভ,া,ব,ো,ল,ে,স,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,স
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ধ,ড,া,স,া,#,ভ,া,ল,ধ,ড,া,স,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	ভ,া,ল,ো,ব,া,স,ছ,ি,ল,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ী,ো,ব,া,স,া,#,ভ,া,ী,ো,ব,া,স,ল,ে,ন,$,V,3,POL,PST	ভ,া,ল,ো,ব,া,স,ল,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,ক,ল,ো,ব,া,স,া,#,ভ,ক,ল,ো,ব,া,স,ত,ে,$,V,HAB,3,INFM,PST	ভ,া,ল,ো,ব,া,স,ত,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,ই,ল,জ,ব,া,স,া,#,ভ,ই,ল,জ,ব,ে,স,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ঢ,ো,ব,া,স,া,#,ভ,া,ঢ,ো,ব,া,স,ল,ে,$,V,3,INFM,PST	ভ,া,ল,ো,ব,া,স,ল,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,এ,ি,খ,ব,শ,স,া,#,ভ,এ,ি,খ,ব,শ,স,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	ভ,া,ল,ো,ব,া,স,ত,ি,স
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,গ,অ,া,স,া,#,ভ,া,ল,গ,অ,া,স,ছ,ে,ন,$,V,PROG,3,POL,PRS	ভ,া,ল,ো,ব,া,স,ছ,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,উ,ো,ো,ব,া,স,া,#,ভ,উ,ো,ো,ব,া,স,ো,$,V,3,INFM,PRS	ভ,া,ল,ো,ব,া,স,ো
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ি,ব,া,স,া,#,ভ,া,ল,ি,ব,া,স,ছ,ো,$,V,PROG,3,INFM,PRS	ভ,া,ল,ো,ব,া,স,ছ,ো
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ষ,ব,া,স,া,#,ভ,া,ল,ষ,ব,া,স,ছ,ি,ল,া,ম,$,V,PROG,1,PST	ভ,া,ল,ো,ব,া,স,ছ,ি,ল,া,ম
ভ,া,ল,ো,ব,া,স,া,&,এ,ঘ,ল,ো,ব,া,স,া,#,এ,ঘ,ল,ো,ব,ে,স,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	ভ,া,ল,ো,ব,ে,স,ে,ছ,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,া,ো,ব,া,স,া,#,ভ,া,া,ো,ব,া,স,ল,ি,$,V,2,PST,LGSPEC1	ভ,া,ল,ো,ব,া,স,ল,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ঝ,ব,া,স,া,#,ভ,া,ল,ঝ,ব,ে,স,ে,ছ,ি,ল,ি,$,V,PRF,2,PST,LGSPEC1	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ব,ী,শ,স,া,#,ভ,া,ল,ব,ী,শ,স,ব,ে,$,V,3,INFM,FUT	ভ,া,ল,ো,ব,া,স,ব,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ঁ,ব,া,স,া,#,ভ,া,ল,ঁ,ব,া,স,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	ভ,া,ল,ো,ব,া,স,ছ,ি,ল,ো
ভ,া,ল,ো,ব,া,স,া,&,ভ,শ,ল,ো,ব,া,স,া,#,ভ,শ,ল,ো,ব,া,স,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	ভ,া,ল,ো,ব,া,স,ছ,ি,ল,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,এ,অ,ো,ব,া,স,া,#,ভ,এ,অ,ো,ব,া,স,ব,ে,ন,$,V,3,POL,FUT	ভ,া,ল,ো,ব,া,স,ব,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,জ,ই,া,স,া,#,ভ,া,ল,জ,ই,া,স,ত,ে,$,V,NFIN	ভ,া,ল,ো,ব,া,স,ত,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ব,ঠ,স,া,#,ভ,া,ল,ো,ব,ঠ,স,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	ভ,া,ল,ো,ব,া,স,ছ,ি,স
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ধ,া,স,া,#,ভ,া,ল,ো,ধ,া,স,ছ,ি,$,V,PROG,1,PRS	ভ,া,ল,ো,ব,া,স,ছ,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,খ,ল,ো,ব,ৃ,স,া,#,ভ,খ,ল,ো,ব,ৃ,স,ত,া,ম,$,V,HAB,1,PST	ভ,া,ল,ো,ব,া,স,ত,া,ম
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,খ,ো,উ,া,স,া,#,ভ,া,খ,ো,উ,া,স,ছ,ে,$,V,PROG,2,POL,PRS	ভ,া,ল,ো,ব,া,স,ছ,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ব,ব,া,স,া,#,ভ,া,ল,ব,ব,া,স,ে,ন,$,V,3,POL,PRS	ভ,া,ল,ো,ব,া,স,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,এ,ল,ো,ব,া,স,া,#,ভ,এ,ল,ো,ব,া,স,ত,ো,$,V,HAB,2,POL,PST	ভ,া,ল,ো,ব,া,স,ত,ো
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,জ,া,স,া,#,ভ,া,ল,ো,জ,া,স,ল,ো,$,V,2,POL,PST	ভ,া,ল,ো,ব,া,স,ল,ো
ভ,া,ল,ো,ব,া,স,া,&,ক,া,ল,ো,ব,া,স,া,#,ক,া,ল,ো,ব,ে,স,ে,ছ,ো,$,V,PRF,3,INFM,PRS	ভ,া,ল,ো,ব,ে,স,ে,ছ,ো
ভ,া,ল,ো,ব,া,স,া,&,আ,ঠ,ল,ো,ব,া,স,া,#,আ,ঠ,ল,ো,ব,ে,স,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,ো
ভ,া,ল,ো,ব,া,স,া,&,ভ,গ,ল,ঁ,ব,া,স,া,#,ভ,গ,ল,ঁ,ব,া,স,ি,স,$,V,2,PRS,LGSPEC1	ভ,া,ল,ো,ব,া,স,ি,স
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,জ,ো,ী,ি,স,া,#,ভ,া,জ,ো,ী,ি,স,ে,$,V,2,POL,PRS	ভ,া,ল,ো,ব,া,স,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ব,ঁ,স,া,#,ভ,া,ল,ো,ব,ঁ,স,ল,া,ম,$,V,1,PST	ভ,া,ল,ো,ব,া,স,ল,া,ম
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ছ,ো,ব,া,স,া,#,ভ,া,ছ,ো,ব,া,স,ত,ে,ন,$,V,HAB,3,POL,PST	ভ,া,ল,ো,ব,া,স,ত,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,ী,ল,ো,ণ,া,স,া,#,ভ,ী,ল,ো,ণ,ে,স,ে,ছ,ি,$,V,PRF,1,PRS	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ে,া,স,া,#,ভ,া,ল,ো,ে,ে,স,ে,ছ,ে,$,V,PRF,2,POL,PRS	ভ,া,ল,ো,ব,ে,স,ে,ছ,ে
ভ,া,ল,ো,ব,া,স,া,&,ঁ,া,ৃ,ো,ব,া,স,া,#,ঁ,া,ৃ,ো,ব,ে,স,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	ভ,া,ল,ো,ব,ে,স,ে,ছ,ি,ল,ে,ন
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ক,ব,ী,স,া,#,ভ,া,ল,ক,ব,ী,স,ি,$,V,1,PRS	ভ,া,ল,ো,ব,া,স,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ভ,া,স,া,#,ভ,া,ল,ো,ভ,া,স,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	ভ,া,ল,ো,ব,া,স,ছ,ি,ল,ি
ভ,া,ল,ো,ব,া,স,া,&,ভ,গ,ৃ,ো,ব,া,স,া,#,ভ,গ,ৃ,ো,ব,া,স,ব,ে,$,V,2,POL,FUT	ভ,া,ল,ো,ব,া,স,ব,ে
ভ,া,ল,ো,ব,া,স,া,&,ভ,া,ল,ো,ব,ী,স,া,#,ভ,া,ল,ো,ব,ী,স,ব,ো,$,V,1,FUT	ভ,া,ল,ো,ব,া,স,ব,ো
ব,্,য,ক,্,ত,ি,&,ব,অ,গ,ক,্,়,ি,#,ব,অ,গ,ক,্,়,ি,$,COPY	ব,্,য,ক,্,ত,ি
ব,্,য,ক,্,ত,ি,&,ব,ধ,য,ক,্,ত,ি,#,ব,ধ,য,ক,্,ত,ি,দ,ে,র,ক,ে,$,N,ACC,DEF,PL	ব,্,য,ক,্,ত,ি,দ,ে,র,ক,ে
ব,্,য,ক,্,ত,ি,&,ব,ত,ৃ,ক,্,ত,ি,#,ব,ত,ৃ,ক,্,ত,ি,$,N,ACC,NDEF	ব,্,য,ক,্,ত,ি
ব,্,য,ক,্,ত,ি,&,ব,্,য,ক,ছ,ত,ি,#,ব,্,য,ক,ছ,ত,ি,$,N,NOM,NDEF	ব,্,য,ক,্,ত,ি
ব,্,য,ক,্,ত,ি,&,ব,উ,য,প,্,ত,ি,#,ব,উ,য,প,্,ত,ি,দ,ে,র,$,N,GEN,DEF,PL	ব,্,য,ক,্,ত,ি,দ,ে,র
ব,্,য,ক,্,ত,ি,&,ব,্,য,ক,ঠ,ত,ি,#,ব,্,য,ক,ঠ,ত,ি,ট,া,র,$,N,GEN,DEF,SG	ব,্,য,ক,্,ত,ি,ট,া,র
ব,্,য,ক,্,ত,ি,&,ব,্,য,ঠ,আ,ত,ি,#,ব,্,য,ঠ,আ,ত,ি,ট,া,$,N,NOM,DEF,SG	ব,্,য,ক,্,ত,ি,ট,া
ব,্,য,ক,্,ত,ি,&,ব,্,য,ক,ঠ,ত,ি,#,ব,্,য,ক,ঠ,ত,ি,ট,া,ক,ে,$,N,ACC,DEF,SG	ব,্,য,ক,্,ত,ি,ট,া,ক,ে
ব,্,য,ক,্,ত,ি,&,ব,্,য,ক,্,ন,ি,#,ব,্,য,ক,্,ন,ি,র,া,$,N,NOM,DEF,PL	ব,্,য,ক,্,ত,ি,র,া
ব,্,য,ক,্,ত,ি,&,ব,ম,য,ভ,্,ত,ি,#,ব,ম,য,ভ,্,ত,ি,র,$,N,GEN,NDEF	ব,্,য,ক,্,ত,ি,র
আ,ঁ,ক,া,&,আ,ঁ,ম,ল,#,আ,ঁ,ম,ল,$,COPY	আ,ঁ,ক,া
আ,ঁ,ক,া,&,এ,ঁ,শ,া,#,এ,ঁ,শ,ল,ে,ন,$,V,3,POL,PST	আ,ঁ,ক,ল,ে,ন
আ,ঁ,ক,া,&,চ,ব,ক,া,#,চ,ব,ক,ত,ে,$,V,HAB,3,INFM,PST	আ,ঁ,ক,ত,ে
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,$,V,PRF,1,PRS	এ,ঁ,ক,ে,ছ,ি
আ,ঁ,ক,া,&,্,ঁ,ক,া,#,্,ঁ,ক,ছ,ি,ল,ো,$,V,PROG,2,POL,PST	আ,ঁ,ক,ছ,ি,ল,ো
আ,ঁ,ক,া,&,ৃ,দ,জ,া,#,ৃ,দ,জ,ব,ি,$,V,2,FUT,LGSPEC1	আ,ঁ,ক,ব,ি
আ,ঁ,ক,া,&,ড,ঁ,ক,া,#,ড,ঁ,ক,ি,$,V,1,PRS	আ,ঁ,ক,ি
আ,ঁ,ক,া,&,আ,ই,ক,া,#,আ,ই,ক,ছ,ি,ল,ে,$,V,PROG,3,INFM,PST	আ,ঁ,ক,ছ,ি,ল,ে
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,ল,ে,ন,$,V,PRF,3,POL,PST	এ,ঁ,ক,ে,ছ,ি,ল,ে,ন
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,ল,ি,$,V,PRF,2,PST,LGSPEC1	এ,ঁ,ক,ে,ছ,ি,ল,ি
আ,ঁ,ক,া,&,ন,ঁ,ক,া,#,ন,ঁ,ক,ব,ে,ন,$,V,3,POL,FUT	আ,ঁ,ক,ব,ে,ন
আ,ঁ,ক,া,&,আ,ঁ,শ,া,#,আ,ঁ,শ,ত,ে,ন,$,V,HAB,3,POL,PST	আ,ঁ,ক,ত,ে,ন
আ,ঁ,ক,া,&,অ,ঁ,ক,া,#,অ,ঁ,ক,ছ,ো,$,V,PROG,3,INFM,PRS	আ,ঁ,ক,ছ,ো
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ো,$,V,PRF,3,INFM,PRS	এ,ঁ,ক,ে,ছ,ো
আ,ঁ,ক,া,&,আ,ঢ,ক,া,#,আ,ঢ,ক,ছ,ি,$,V,PROG,1,PRS	আ,ঁ,ক,ছ,ি
আ,ঁ,ক,া,&,ছ,ঁ,ক,া,#,ছ,ঁ,ক,ব,ে,$,V,2,POL,FUT	আ,ঁ,ক,ব,ে
আ,ঁ,ক,া,&,ঁ,ো,ক,া,#,ঁ,ো,ক,ছ,ি,ল,ে,ন,$,V,PROG,3,POL,PST	আ,ঁ,ক,ছ,ি,ল,ে,ন
আ,ঁ,ক,া,&,শ,ঁ,ক,া,#,শ,ঁ,ক,ছ,ি,ল,া,ম,$,V,PROG,1,PST	আ,ঁ,ক,ছ,ি,ল,া,ম
আ,ঁ,ক,া,&,আ,হ,ক,া,#,আ,হ,ক,ব,ে,$,V,3,INFM,FUT	আ,ঁ,ক,ব,ে
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,ল,ো,$,V,PRF,2,POL,PST	এ,ঁ,ক,ে,ছ,ি,ল,ো
আ,ঁ,ক,া,&,ল,ঁ,ক,া,#,ল,ঁ,ক,ি,স,$,V,2,PRS,LGSPEC1	আ,ঁ,ক,ি,স
আ,ঁ,ক,া,&,স,ত,ক,া,#,স,ত,ক,ছ,ে,$,V,PROG,2,POL,PRS	আ,ঁ,ক,ছ,ে
আ,ঁ,ক,া,&,আ,ঁ,ঁ,া,#,আ,ঁ,ঁ,ছ,ে,ন,$,V,PROG,3,POL,PRS	আ,ঁ,ক,ছ,ে,ন
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,স,$,V,PRF,2,PRS,LGSPEC1	এ,ঁ,ক,ে,ছ,ি,স
আ,ঁ,ক,া,&,আ,ক,ক,া,#,আ,ক,ক,ো,$,V,3,INFM,PRS	আ,ঁ,ক,ো
আ,ঁ,ক,া,&,ফ,ঁ,ন,া,#,ফ,ঁ,ন,ে,ন,$,V,3,POL,PRS	আ,ঁ,ক,ে,ন
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,ল,ে,$,V,PRF,3,INFM,PST	এ,ঁ,ক,ে,ছ,ি,ল,ে
আ,ঁ,ক,া,&,আ,ম,ক,া,#,আ,ম,ক,ল,ে,$,V,3,INFM,PST	আ,ঁ,ক,ল,ে
আ,ঁ,ক,া,&,এ,গ,ক,া,#,এ,গ,ক,ব,ো,$,V,1,FUT	আ,ঁ,ক,ব,ো
আ,ঁ,ক,া,&,য,ভ,ট,া,#,য,ভ,ট,ত,ে,$,V,NFIN	আ,ঁ,ক,ত,ে
আ,ঁ,ক,া,&,আ,্,য,া,#,আ,্,য,ছ,ি,ল,ি,$,V,PROG,2,PST,LGSPEC1	আ,ঁ,ক,ছ,ি,ল,ি
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ে,ন,$,V,PRF,3,POL,PRS	এ,ঁ,ক,ে,ছ,ে,ন
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ি,ল,া,ম,$,V,PRF,1,PST	এ,ঁ,ক,ে,ছ,ি,ল,া,ম
আ,ঁ,ক,া,&,আ,ঁ,ো,া,#,আ,ঁ,ো,ল,া,ম,$,V,1,PST	আ,ঁ,ক,ল,া,ম
আ,ঁ,ক,া,&,আ,ঠ,্,া,#,আ,ঠ,্,ল,ি,$,V,2,PST,LGSPEC1	আ,ঁ,ক,ল,ি
আ,ঁ,ক,া,&,আ,এ,ক,া,#,আ,এ,ক,ে,$,V,2,POL,PRS	আ,ঁ,ক,ে
আ,ঁ,ক,া,&,আ,ঁ,ত,া,#,আ,ঁ,ত,ছ,ি,স,$,V,PROG,2,PRS,LGSPEC1	আ,ঁ,ক,ছ,ি,স
আ,ঁ,ক,া,&,আ,ঁ,ত,া,#,আ,ঁ,ত,ল,ো,$,V,2,POL,PST	আ,ঁ,ক,ল,ো
আ,ঁ,ক,া,&,আ,স,া,#,এ,স,ে,ছ,ে,$,V,PRF,2,POL,PRS	এ,ঁ,ক,ে,ছ,ে
আ,ঁ,ক,া,&,ক,ঁ,ক,া,#,ক,ঁ,ক,ত,া,ম,$,V,HAB,1,PST	আ,ঁ,ক,ত,া,ম
আ,ঁ,ক,া,&,আ,ঁ,ই,া,#,আ,ঁ,ই,ত,ি,স,$,V,HAB,2,PST,LGSPEC1	আ,ঁ,ক,ত,ি,স
আ,ঁ,ক,া,&,র,ঁ,ক,া,#,র,ঁ,ক,ত,ো,$,V,HAB,2,POL,PST	আ,ঁ,ক,ত,ো
ব,ি,ভ,া,গ,&,ও,ি,ম,া,ভ,#,ও,ি,ম,া,ভ,$,COPY	ব,ি,ভ,া,গ
ব,ি,ভ,া,গ,&,ব,ি,ত,া,গ,#,ব,ি,ত,া,গ,ে,$,N,LOC,NDEF	ব,ি,ভ,া,গ,ে
ব,ি,ভ,া,গ,&,ল,ি,ভ,া,গ,#,ল,ি,ভ,া,গ,গ,ু,ল,া,ত,ে,$,N,LOC,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া,ত,ে
ব,ি,ভ,া,গ,&,ব,ল,ভ,া,গ,#,ব,ল,ভ,া,গ,গ,ু,ল,া,$,N,NOM,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া
