l,i,a,&,s,i,a,#,s,i,a,$,COPY	l,i,a
c,h,e,k,a,&,c,h,e,k,t,#,n,i,a,c,h,e,k,t,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,e,k,a
c,h,e,k,a,&,c,h,e,t,c,#,n,i,n,g,a,l,i,c,h,e,t,c,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,e,k,a
c,h,e,k,a,&,c,h,e,k,t,#,u,h,u,c,h,e,k,t,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,h,e,k,a
c,h,e,k,a,&,a,y,e,e,a,#,t,u,n,a,a,y,e,e,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,e,k,a
c,h,e,k,a,&,c,h,e,y,p,#,n,i,h,u,c,h,e,y,p,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,c,h,e,k,a
c,h,e,k,a,&,f,h,g,b,o,#,a,n,a,f,h,g,b,o,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,c,h,e,k,a
c,h,e,k,a,&,c,m,e,k,s,#,n,i,n,a,c,m,e,k,s,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,e,k,a
c,h,e,k,a,&,i,h,n,k,a,#,w,a,m,e,i,h,n,k,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,h,e,k,a
c,h,e,k,a,&,c,h,g,t,a,#,m,t,a,c,h,g,t,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,h,e,k,a
c,h,e,k,a,&,e,h,a,k,a,#,m,n,g,a,l,i,e,h,a,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,h,e,k,a
c,h,e,k,a,&,c,h,e,k,s,#,n,i,t,a,c,h,e,k,s,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,h,e,k,a
u,w,a,&,g,w,g,#,g,w,g,$,COPY	u,w,a
u,w,a,&,u,f,a,#,a,n,a,u,f,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,u,w,a
u,w,a,&,m,w,a,#,a,a,m,w,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,u,w,a
u,w,a,&,u,w,p,#,w,a,n,a,u,w,p,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,u,w,a
u,w,a,&,u,w,c,#,u,t,a,u,w,c,$,V,FIN,IND,SG,2,FUT	u,t,a,u,w,a
u,w,a,&,d,w,a,#,a,n,g,a,l,i,d,w,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,u,w,a
u,w,a,&,u,s,a,#,m,l,i,u,s,a,$,V,FIN,IND,PL,2,PST	m,l,i,u,w,a
u,w,a,&,f,w,a,#,w,a,n,g,e,f,w,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,u,w,a
u,w,a,&,u,w,z,#,m,m,e,u,w,z,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,u,w,a
u,w,a,&,u,a,a,#,u,m,e,u,a,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,u,w,a
u,w,a,&,y,w,f,#,a,h,u,y,w,f,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,u,w,a
u,w,a,&,k,w,n,#,t,u,l,i,k,w,n,$,V,FIN,IND,PL,1,PST	t,u,l,i,u,w,a
u,w,a,&,e,l,a,#,w,a,m,e,e,l,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,u,w,a
u,w,a,&,u,z,a,#,u,l,i,u,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,u,w,a
u,w,a,&,m,n,a,#,m,n,g,a,l,i,m,n,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,u,w,a
u,w,a,&,u,g,a,#,m,h,u,u,g,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,u,w,a
u,w,a,&,t,m,a,#,n,i,l,i,t,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,u,w,a
u,w,a,&,f,w,a,#,a,t,a,f,w,a,$,V,FIN,IND,SG,3,FUT	a,t,a,u,w,a
u,w,a,&,u,d,a,#,n,i,n,g,e,u,d,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,u,w,a
u,w,a,&,u,d,f,#,a,n,g,e,u,d,f,$,V,FIN,COND,SG,3,PRS	a,n,g,e,u,w,a
u,w,a,&,u,f,a,#,n,i,m,e,u,f,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,u,w,a
u,w,a,&,u,h,a,#,u,n,g,e,u,h,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,u,w,a
u,w,a,&,u,w,w,#,n,i,h,u,u,w,w,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,u,w,a
u,w,a,&,u,r,a,#,u,n,a,u,r,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,u,w,a
u,w,a,&,y,w,e,#,m,a,y,w,e,$,V,INDF,FIN,IND,PL,2,PRS	m,a,u,w,a
u,w,a,&,u,w,d,#,n,i,t,a,u,w,d,$,V,FIN,IND,SG,1,FUT	n,i,t,a,u,w,a
u,w,a,&,k,w,a,#,t,u,n,g,e,k,w,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,u,w,a
u,w,a,&,p,w,a,#,t,u,n,g,a,l,i,p,w,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,u,w,a
u,w,a,&,p,w,a,#,u,h,u,p,w,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,u,w,a
u,w,a,&,u,a,a,#,k,u,u,a,a,$,V,FIN	k,u,u,w,a
u,w,a,&,j,w,u,#,w,a,n,g,a,l,i,j,w,u,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,u,w,a
u,w,a,&,u,g,a,#,u,a,u,g,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,u,w,a
u,w,a,&,u,n,a,#,m,t,a,u,n,a,$,V,FIN,IND,PL,2,FUT	m,t,a,u,w,a
u,w,a,&,o,w,a,#,t,u,a,o,w,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,u,w,a
u,w,a,&,u,i,a,#,t,u,n,a,u,i,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,u,w,a
u,w,a,&,r,m,a,#,t,u,t,a,r,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,u,w,a
u,w,a,&,m,w,a,#,m,n,g,e,m,w,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,u,w,a
u,w,a,&,p,w,a,#,a,m,e,p,w,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,u,w,a
u,w,a,&,k,j,a,#,n,i,n,g,a,l,i,k,j,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,u,w,a
u,w,a,&,s,w,a,#,w,a,l,i,s,w,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,u,w,a
u,w,a,&,u,w,n,#,a,l,i,u,w,n,$,V,FIN,IND,SG,3,PST	a,l,i,u,w,a
u,w,a,&,u,w,g,#,n,i,n,a,u,w,g,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,u,w,a
u,w,a,&,u,a,a,#,w,a,a,u,a,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,u,w,a
u,w,a,&,l,w,a,#,t,u,m,e,l,w,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,u,w,a
u,w,a,&,u,w,l,#,u,n,g,a,l,i,u,w,l,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,u,w,a
u,w,a,&,c,j,a,#,m,n,a,c,j,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,u,w,a
u,w,a,&,u,w,e,#,n,i,a,u,w,e,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,u,w,a
u,w,a,&,z,w,a,#,w,a,t,a,z,w,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,u,w,a
u,w,a,&,u,d,a,#,w,a,h,u,u,d,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,u,w,a
u,w,a,&,u,n,a,#,t,u,h,u,u,n,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,u,w,a
o,n,g,e,a,&,o,t,g,e,l,#,o,t,g,e,l,$,COPY	o,n,g,e,a
o,n,g,e,a,&,o,g,p,e,a,#,a,h,u,o,g,p,e,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,o,n,g,e,a
o,n,g,e,a,&,o,r,g,e,a,#,n,i,h,u,o,r,g,e,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,o,n,g,e,a
o,n,g,e,a,&,o,n,g,b,a,#,m,a,o,n,g,b,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,j,a,#,t,u,m,e,o,n,g,j,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,o,n,g,e,a
o,n,g,e,a,&,p,i,g,o,a,#,u,m,e,p,i,g,o,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,o,n,g,e,a
o,n,g,e,a,&,o,n,f,e,a,#,m,n,g,e,o,n,f,e,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,o,n,g,e,a
o,n,g,e,a,&,o,a,g,e,a,#,n,i,l,i,o,a,g,e,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,o,n,g,e,a
o,n,g,e,a,&,k,n,g,d,a,#,n,i,a,k,n,g,d,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,o,n,g,e,a
o,n,g,e,a,&,o,r,b,e,a,#,w,a,n,g,e,o,r,b,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,n,g,e,a
o,n,g,e,a,&,o,n,m,e,a,#,w,a,m,e,o,n,m,e,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,o,n,g,e,a
o,n,g,e,a,&,o,l,p,e,a,#,t,u,t,a,o,l,p,e,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,n,g,e,a
o,n,g,e,a,&,o,n,b,e,a,#,t,u,n,g,a,l,i,o,n,b,e,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,g,i,a,#,t,u,n,a,o,n,g,i,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,w,#,t,u,h,u,o,n,g,e,w,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,o,n,g,e,a
o,n,g,e,a,&,c,n,a,e,a,#,n,i,t,a,c,n,a,e,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,o,n,g,e,a
o,n,g,e,a,&,k,n,g,u,a,#,t,u,l,i,k,n,g,u,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,c,e,f,#,w,a,n,a,o,n,c,e,f,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,o,n,g,e,a
o,n,g,e,a,&,l,c,r,w,a,#,m,t,a,l,c,r,w,a,$,V,FIN,IND,PL,2,FUT	m,t,a,o,n,g,e,a
o,n,g,e,a,&,o,k,g,g,a,#,u,t,a,o,k,g,g,a,$,V,FIN,IND,SG,2,FUT	u,t,a,o,n,g,e,a
o,n,g,e,a,&,p,e,g,k,a,#,a,t,a,p,e,g,k,a,$,V,FIN,IND,SG,3,FUT	a,t,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,j,#,a,n,a,o,n,g,e,j,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,k,#,u,n,g,e,o,n,g,e,k,$,V,FIN,COND,SG,2,PRS	u,n,g,e,o,n,g,e,a
o,n,g,e,a,&,b,b,g,r,a,#,w,a,l,i,b,b,g,r,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,o,n,g,e,a
o,n,g,e,a,&,o,a,g,e,a,#,w,a,t,a,o,a,g,e,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,o,n,g,e,a
o,n,g,e,a,&,o,n,s,e,a,#,w,a,h,u,o,n,s,e,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,o,n,g,e,a
o,n,g,e,a,&,o,o,g,e,a,#,u,n,a,o,o,g,e,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,e,#,a,n,g,e,o,n,g,e,e,$,V,FIN,COND,SG,3,PRS	a,n,g,e,o,n,g,e,a
o,n,g,e,a,&,a,n,g,u,u,#,m,h,u,a,n,g,u,u,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,o,n,g,e,a
o,n,g,e,a,&,h,l,g,l,a,#,k,u,h,l,g,l,a,$,V,FIN	k,u,o,n,g,e,a
o,n,g,e,a,&,o,i,g,e,a,#,m,l,i,o,i,g,e,a,$,V,FIN,IND,PL,2,PST	m,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,w,#,m,n,g,a,l,i,o,n,g,e,w,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,i,n,g,e,a,#,w,a,n,g,a,l,i,i,n,g,e,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,f,n,i,j,a,#,a,m,e,f,n,i,j,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,c,#,n,i,n,g,e,o,n,g,e,c,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,o,n,g,e,a
o,n,g,e,a,&,o,n,g,u,a,#,w,a,a,o,n,g,u,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,o,n,g,e,a
o,n,g,e,a,&,k,n,g,e,a,#,a,n,g,a,l,i,k,n,g,e,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,g,p,f,#,u,a,o,n,g,p,f,$,V,INDF,FIN,IND,SG,2,PRS	u,a,o,n,g,e,a
o,n,g,e,a,&,o,g,g,e,a,#,t,u,n,g,e,o,g,g,e,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,o,n,g,e,a
o,n,g,e,a,&,f,n,g,e,y,#,m,n,a,f,n,g,e,y,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,o,n,g,e,a
o,n,g,e,a,&,j,n,g,e,k,#,u,h,u,j,n,g,e,k,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,o,n,g,e,a
o,n,g,e,a,&,o,y,o,e,i,#,u,l,i,o,y,o,e,i,$,V,FIN,IND,SG,2,PST	u,l,i,o,n,g,e,a
o,n,g,e,a,&,e,n,a,k,h,#,u,n,g,a,l,i,e,n,a,k,h,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,p,e,a,#,n,i,n,g,a,l,i,o,n,p,e,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,o,n,g,e,a
o,n,g,e,a,&,o,n,g,k,a,#,n,i,m,e,o,n,g,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,o,n,g,e,a
o,n,g,e,a,&,u,n,g,e,a,#,n,i,n,a,u,n,g,e,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,o,n,g,e,a
o,n,g,e,a,&,o,n,g,u,z,#,a,a,o,n,g,u,z,$,V,INDF,FIN,IND,SG,3,PRS	a,a,o,n,g,e,a
o,n,g,e,a,&,o,d,g,e,a,#,t,u,a,o,d,g,e,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,o,n,g,e,a
o,n,g,e,a,&,o,n,a,e,a,#,m,m,e,o,n,a,e,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,o,n,g,e,a
o,n,g,e,a,&,o,n,g,e,c,#,a,l,i,o,n,g,e,c,$,V,FIN,IND,SG,3,PST	a,l,i,o,n,g,e,a
k,a,u,s,h,a,&,k,a,m,s,h,a,#,k,a,m,s,h,a,$,COPY	k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,i,h,a,#,m,n,a,k,a,u,i,h,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,s,u,f,h,a,#,w,a,t,a,k,s,u,f,h,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,j,a,#,w,a,n,g,a,l,i,k,a,u,s,j,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,o,f,s,b,a,#,u,n,g,a,l,i,k,o,f,s,b,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,d,g,a,#,m,l,i,k,a,u,d,g,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,k,h,a,#,u,h,u,k,a,u,k,h,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,l,r,a,#,w,a,m,e,k,a,u,l,r,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,l,h,a,#,k,u,k,a,u,l,h,a,$,V,FIN	k,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,b,a,#,u,m,e,k,a,u,s,b,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,f,h,a,#,w,a,a,k,a,u,f,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,k,s,h,a,#,a,a,k,a,k,s,h,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,r,a,#,m,n,g,e,k,a,u,s,r,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,b,u,s,h,a,#,m,h,u,k,b,u,s,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,p,u,s,h,a,#,a,n,g,a,l,i,k,p,u,s,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,i,h,a,#,t,u,a,k,a,u,i,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,k,l,k,a,#,m,n,g,a,l,i,k,a,k,l,k,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,u,p,a,#,u,n,g,e,k,a,u,u,p,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,i,s,h,a,#,t,u,t,a,k,a,i,s,h,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,h,u,s,h,a,#,m,t,a,k,h,u,s,h,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,e,a,#,a,l,i,k,a,u,s,e,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,y,u,s,h,a,#,u,l,i,k,y,u,s,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,n,u,s,h,a,#,a,n,g,e,k,n,u,s,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,b,u,s,b,a,#,t,u,h,u,k,b,u,s,b,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,g,u,o,d,a,#,w,a,n,a,k,g,u,o,d,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,k,n,a,#,m,a,k,a,u,k,n,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,o,a,#,u,n,a,k,a,u,s,o,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,p,u,s,z,a,#,n,i,m,e,k,p,u,s,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,o,h,a,#,t,u,n,g,e,k,a,u,o,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,i,h,a,#,t,u,n,g,a,l,i,k,a,u,i,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,u,u,s,h,a,#,n,i,n,g,a,l,i,k,u,u,s,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,s,a,#,u,t,a,k,a,u,s,s,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,g,s,h,a,#,m,m,e,k,a,g,s,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,z,k,a,#,w,a,l,i,k,a,u,z,k,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,t,u,s,t,a,#,a,h,u,k,t,u,s,t,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,c,s,h,a,#,n,i,a,k,a,c,s,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,g,a,#,a,t,a,k,a,u,s,g,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,i,a,#,t,u,l,i,k,a,u,s,i,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,g,h,a,#,t,u,m,e,k,a,u,g,h,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,g,a,#,n,i,n,g,e,k,a,u,s,g,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,f,e,s,o,a,#,n,i,t,a,k,f,e,s,o,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,f,a,#,u,a,k,a,u,s,f,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,e,o,a,#,t,u,n,a,k,a,u,e,o,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,i,u,s,h,a,#,n,i,l,i,k,i,u,s,h,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,a,u,s,h,a
k,a,u,s,h,a,&,k,t,u,s,h,a,#,w,a,h,u,k,t,u,s,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,d,p,a,#,n,i,n,a,k,a,u,d,p,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,n,m,p,h,a,#,a,n,a,k,n,m,p,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,a,u,s,h,a
k,a,u,s,h,a,&,k,l,u,s,h,a,#,a,m,e,k,l,u,s,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,s,a,#,n,i,h,u,k,a,u,s,s,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,a,u,s,h,a
k,a,u,s,h,a,&,k,a,u,s,e,a,#,w,a,n,g,e,k,a,u,s,e,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,a,u,s,h,a
f,a,g,i,a,&,k,a,s,i,a,#,k,a,s,i,a,$,COPY	f,a,g,i,a
f,a,g,i,a,&,f,a,g,k,a,#,n,i,m,e,f,a,g,k,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,a,g,i,a
f,a,g,i,a,&,f,k,f,i,a,#,n,i,h,u,f,k,f,i,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,a,g,i,a
f,a,g,i,a,&,w,a,e,i,n,#,n,i,n,g,a,l,i,w,a,e,i,n,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,&,m,a,g,i,a,#,m,n,g,e,m,a,g,i,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,a,g,i,a
f,a,g,i,a,&,f,a,g,i,n,#,u,h,u,f,a,g,i,n,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,a,g,i,a
f,a,g,i,a,&,f,a,g,i,n,#,t,u,m,e,f,a,g,i,n,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,a,g,i,a
f,a,g,i,a,&,f,a,g,i,o,#,n,i,t,a,f,a,g,i,o,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,a,g,i,a
f,a,g,i,a,&,f,p,g,p,a,#,k,u,f,p,g,p,a,$,V,FIN	k,u,f,a,g,i,a
f,a,g,i,a,&,f,a,g,t,a,#,t,u,t,a,f,a,g,t,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,a,g,i,a
f,a,g,i,a,&,s,p,j,i,a,#,w,a,h,u,s,p,j,i,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,a,g,i,a
f,a,g,i,a,&,f,i,g,i,a,#,a,n,g,a,l,i,f,i,g,i,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,&,f,a,b,i,r,#,t,u,n,a,f,a,b,i,r,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,a,g,i,a
f,a,g,i,a,&,i,a,g,i,a,#,m,a,i,a,g,i,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,a,g,i,a
f,a,g,i,a,&,f,h,p,i,n,#,u,t,a,f,h,p,i,n,$,V,FIN,IND,SG,2,FUT	u,t,a,f,a,g,i,a
f,a,g,i,a,&,f,a,s,i,a,#,m,n,g,a,l,i,f,a,s,i,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,&,f,a,g,z,a,#,u,n,a,f,a,g,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,a,g,i,a
f,a,g,i,a,&,f,n,g,i,a,#,m,l,i,f,n,g,i,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,a,g,i,a
