l,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,l,i,a
k,a,t,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,a,t,a
k,a,t,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,a,t,a
k,a,t,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,a,t,a
k,a,t,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,a,t,a
k,a,t,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,a,t,a
k,a,t,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,a,t,a
k,a,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,k,a,t,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN	k,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,u,k,u,m,a
s,u,k,u,m,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,u,k,u,m,a
o,t,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,o,t,a
o,t,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,o,t,a
o,t,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,o,t,a
o,t,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,o,t,a
o,t,a,$,V,FIN,IND,PL,2,FUT	m,t,a,o,t,a
o,t,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,o,t,a
o,t,a,$,V,FIN,IND,SG,3,PST	a,l,i,o,t,a
o,t,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,o,t,a
o,t,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,o,t,a
o,t,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,o,t,a
o,t,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,o,t,a
o,t,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,o,t,a
o,t,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,o,t,a
o,t,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,o,t,a
o,t,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,o,t,a
o,t,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,o,t,a
o,t,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,o,t,a
o,t,a,$,V,FIN,IND,SG,3,FUT	a,t,a,o,t,a
o,t,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,o,t,a
o,t,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,o,t,a
o,t,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,o,t,a
o,t,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,o,t,a
o,t,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,o,t,a
o,t,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,o,t,a
o,t,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,o,t,a
o,t,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,o,t,a
o,t,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,o,t,a
o,t,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,o,t,a
o,t,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,o,t,a
o,t,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,o,t,a
o,t,a,$,V,FIN,IND,PL,2,PST	m,l,i,o,t,a
o,t,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,o,t,a
o,t,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,o,t,a
o,t,a,$,V,FIN,IND,SG,2,FUT	u,t,a,o,t,a
o,t,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,o,t,a
o,t,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,o,t,a
o,t,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,o,t,a
o,t,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,o,t,a
o,t,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,o,t,a
o,t,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,o,t,a
o,t,a,$,V,FIN,IND,SG,2,PST	u,l,i,o,t,a
o,t,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,o,t,a
o,t,a,$,V,FIN	k,u,o,t,a
o,t,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,o,t,a
o,t,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,o,t,a
o,t,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,o,t,a
o,t,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,o,t,a
o,t,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,o,t,a
o,t,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,o,t,a
u,z,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,u,z,a
u,z,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,u,z,a
u,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,u,z,a
u,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,u,z,a
u,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,u,z,a
u,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,u,z,a
u,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,u,z,a
u,z,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,u,z,a
u,z,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,u,z,a
u,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,u,z,a
u,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,u,z,a
u,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,u,z,a
u,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,u,z,a
u,z,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,u,z,a
u,z,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,u,z,a
u,z,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,u,z,a
u,z,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,u,z,a
u,z,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,u,z,a
u,z,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,u,z,a
u,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,u,z,a
u,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,u,z,a
u,z,a,$,V,FIN,IND,SG,2,FUT	u,t,a,u,z,a
u,z,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,u,z,a
u,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,u,z,a
u,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,u,z,a
u,z,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,u,z,a
u,z,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,u,z,a
u,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,u,z,a
u,z,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,u,z,a
u,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,u,z,a
u,z,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,u,z,a
u,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,u,z,a
u,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,u,z,a
u,z,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,u,z,a
u,z,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,u,z,a
u,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,u,z,a
u,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,u,z,a
u,z,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,u,z,a
u,z,a,$,V,FIN	k,u,u,z,a
u,z,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,u,z,a
u,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,u,z,a
u,z,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,u,z,a
u,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,u,z,a
u,z,a,$,V,FIN,IND,PL,2,PST	m,l,i,u,z,a
u,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,u,z,a
u,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,u,z,a
u,z,a,$,V,FIN,IND,SG,3,FUT	a,t,a,u,z,a
u,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,u,z,a
u,z,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,u,z,a
c,h,a,f,y,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN	k,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,2,FUT	m,t,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,2,PST	u,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,2,FUT	u,t,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,3,PST	a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,3,FUT	a,t,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,2,PST	m,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,c,h,a,f,y,a
c,h,a,f,y,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,c,h,a,f,y,a
c,h,a,f,y,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,c,h,a,f,y,a
c,h,a,f,y,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,c,h,a,f,y,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,2,PST	m,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN	k,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,3,FUT	a,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,2,FUT	u,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,p,u,n,g,u,z,a
p,u,n,g,u,z,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,p,u,n,g,u,z,a
f,u,n,g,u,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,u,n,g,u,a
f,u,n,g,u,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,u,n,g,u,a
f,u,n,g,u,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,u,n,g,u,a
f,u,n,g,u,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,u,n,g,u,a
