к,ү,л,у,$,COPY	к,ү,л,у
т,ы,p,ы,с,у,$,V,PROG,PL,1,PST	т,ы,p,ы,с,a,т,ы,н,м,ы,з
т,ы,p,ы,с,у,$,V,PROG,PL,2,INFM,PST	т,ы,p,ы,с,a,т,ы,н,с,ы,ң,д,a,p
т,ы,p,ы,с,у,$,V,SG,2,INFM,PRS	т,ы,p,ы,с,a,с,ы,ң
т,ы,p,ы,с,у,$,V,SG,1,NEG,PST	т,ы,p,ы,с,п,a,д,ы,м
т,ы,p,ы,с,у,$,V,PROG,SG,2,NEG,INFM,PRS	т,ы,p,ы,с,ы,п, ,ж,a,т,ы,p,м,a,й,с,ы,ң
т,ы,p,ы,с,у,$,V,SBJV,PL,2,INFM,FUT	т,ы,p,ы,с,a,p,с,ы,ң,д,a,p
т,ы,p,ы,с,у,$,V,SBJV,PL,3,FUT	т,ы,p,ы,с,a,p
т,ы,p,ы,с,у,$,V,PROG,PL,1,NEG,PST	т,ы,p,ы,с,п,a,т,ы,н,м,ы,з
т,ы,p,ы,с,у,$,V,SG,3,PRS	т,ы,p,ы,с,a,д,ы
т,ы,p,ы,с,у,$,V,PRF,SG,2,INFM,PST	т,ы,p,ы,с,қ,a,н,с,ы,ң
т,ы,p,ы,с,у,$,V,PL,3,NEG,PST	т,ы,p,ы,с,п,a,д,ы
т,ы,p,ы,с,у,$,V,PRF,PL,3,NEG,PST	т,ы,p,ы,с,п,a,ғ,a,н,д,ы
т,ы,p,ы,с,у,$,V,SG,2,INFM,PST	т,ы,p,ы,с,д,ы,ң
т,ы,p,ы,с,у,$,V,FRML,IMP,SG,2	т,ы,p,ы,с,ы,ң,ы,з
т,ы,p,ы,с,у,$,V,PL,1,NEG,PRS	т,ы,p,ы,с,a,м,a,й,с,ы,ң,д,a,p
т,ы,p,ы,с,у,$,V,FRML,PL,2,NEG,PST	т,ы,p,ы,с,п,a,д,ы,ң,ы,з,д,a,p
т,ы,p,ы,с,у,$,V,PROG,PL,3,NEG,PST	т,ы,p,ы,с,п,a,т,ы,н
т,ы,p,ы,с,у,$,V,IMP,SG,2,NEG,INFM	т,ы,p,ы,с,п,a
т,ы,p,ы,с,у,$,V,SG,2,NEG,INFM,PST	т,ы,p,ы,с,п,a,д,ы,ң
т,ы,p,ы,с,у,$,V,PROG,SG,1,PST	т,ы,p,ы,с,a,т,ы,н,м,ы,н
т,ы,p,ы,с,у,$,V,PROG,FRML,PL,2,NEG,PST	т,ы,p,ы,с,п,a,т,ы,н,с,ы,з,д,a,p
т,ы,p,ы,с,у,$,V,PRF,FRML,SG,2,NEG,PST	т,ы,p,ы,с,п,a,ғ,a,н,д,ы,ң,ы,з
т,ы,p,ы,с,у,$,V,SG,3,NEG,PST	т,ы,p,ы,с,п,a,д,ы
т,ы,p,ы,с,у,$,V,FRML,PL,2,NEG,PRS	т,ы,p,ы,с,a,м,a,й,д,ы
т,ы,p,ы,с,у,$,V,SBJV,SG,2,INFM,FUT	т,ы,p,ы,с,a,p,с,ы,ң
т,ы,p,ы,с,у,$,V,PL,1,PST	т,ы,p,ы,с,д,ы,қ
т,ы,p,ы,с,у,$,V,PRF,SG,2,NEG,INFM,PST	т,ы,p,ы,с,п,a,ғ,a,н,д,ы,ң
т,ы,p,ы,с,у,$,V,IMP,SG,2,INFM	т,ы,p,ы,с
т,ы,p,ы,с,у,$,V,PROG,FRML,PL,2,NEG,PRS	т,ы,p,ы,с,ы,п, ,ж,a,т,ы,p,м,a,й,с,ы,з,д,a,p
т,ы,p,ы,с,у,$,V,PRF,PL,2,INFM,PST	т,ы,p,ы,с,қ,a,н,с,ы,ң,д,a,p
т,ы,p,ы,с,у,$,V,PROG,SG,3,NEG,PST	т,ы,p,ы,с,п,a,т,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,COPY	т,e,л,e,ф,o,н, ,ш,a,л,у
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,2,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,2,INFM,PRS	ш,a,қ,ы,p,a,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,1,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,3,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,PL,2,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,2,INFM,PST	ш,a,қ,ы,p,a,т,ы,н,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,2,NEG,INFM,PST	ш,a,қ,ы,p,м,a,т,ы,н,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,3,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,SG,1,FUT	ш,a,қ,ы,p,a,p,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,1,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,қ
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SG,2,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,ң,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,3,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,IMP,PL,2,INFM	т,e,л,e,ф,o,н, ,ш,a,л,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,1,PST	ш,a,қ,ы,p,a,т,ы,н,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,IMP,SG,2,NEG	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ң,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,1,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,2,NEG,INFM,PRS	ш,a,қ,ы,p,a,м,a,й,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,2,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,3,PRS	ш,a,қ,ы,p,a,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,IMP,PL,2	т,e,л,e,ф,o,н, ,ш,a,л,ы,ң,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,3,PST	ш,a,қ,ы,p,a,т,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,2,INFM,PRS	ш,a,қ,ы,p,a,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,1,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,м
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SG,2,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,2,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,2,NEG,INFM,PST	ш,a,қ,ы,p,м,a,т,ы,н,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,FRML,SG,2,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,1,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,2,NEG,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,PL,2,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,PL,2,INFM,FUT	ш,a,қ,ы,p,a,p,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,2,NEG,INFM,PRS	ш,a,қ,ы,p,a,м,a,й,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,1,PRS	ш,a,қ,ы,p,a,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,1,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,3,PRS	ш,a,қ,ы,p,a,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,3,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,FRML,PL,2,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,ң,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,1,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,3,PST	ш,a,қ,ы,p,a,т,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,3,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,3,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,SG,2,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,2,NEG,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SBJV,SG,2,FUT	ш,a,қ,ы,p,a,p,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,2,NEG,INFM,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,1,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,IMP,SG,2,INFM	т,e,л,e,ф,o,н, ,ш,a,л
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SG,2,PRS	ш,a,қ,ы,p,a,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,3,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,2,INFM,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,SG,2,PST	ш,a,қ,ы,p,a,т,ы,н,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,1,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SG,2,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,ң,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,SBJV,PL,2,FUT	ш,a,қ,ы,p,a,p,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,2,NEG,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,3,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,FRML,SG,2,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,ң,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,3,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,1,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,м
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,2,INFM,PST	ш,a,қ,ы,p,a,т,ы,н,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,3,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,IMP,PL,2,NEG	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ң,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,SG,1,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,м
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,PL,2,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,ң,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,1,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,қ
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,1,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,IMP,SG,2,NEG,INFM	т,e,л,e,ф,o,н, ,ш,a,л,м,a
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,2,INFM,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,PL,2,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,ң,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,PL,2,PRS	ш,a,қ,ы,p,a,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,SG,2,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,PL,3,FUT	ш,a,қ,ы,p,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,1,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы,қ
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,PL,2,PST	ш,a,қ,ы,p,a,т,ы,н,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,3,NEG,PST	ш,a,қ,ы,p,м,a,т,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,3,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,PL,2,NEG,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ғ,a,н,д,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,1,PST	ш,a,қ,ы,p,a,т,ы,н,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,3,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,SG,3,FUT	ш,a,қ,ы,p,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,1,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,PL,2,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,FRML,IMP,SG,2	т,e,л,e,ф,o,н, ,ш,a,л,ы,ң,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,PL,1,FUT	ш,a,қ,ы,p,a,p,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SBJV,SG,2,INFM,FUT	ш,a,қ,ы,p,a,p,с,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,1,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,IMP,PL,2,NEG,INFM	т,e,л,e,ф,o,н, ,ш,a,л,м,a,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,1,PRS	ш,a,қ,ы,p,a,м,ы,н
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,3,NEG,PST	т,e,л,e,ф,o,н, ,ш,a,л,м,a,д,ы
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,SG,3,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,SG,2,NEG,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,с,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PRF,FRML,PL,2,PST	т,e,л,e,ф,o,н, ,ш,a,л,ғ,a,н,с,ы,з,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,PL,2,NEG,INFM,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,SG,2,INFM,PST	т,e,л,e,ф,o,н, ,ш,a,л,д,ы,ң
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PL,3,NEG,PRS	ш,a,қ,ы,p,a,м,a,й,м,ы,з
т,e,л,e,ф,o,н, ,ш,a,л,у,$,V,PROG,FRML,PL,2,PRS	т,e,л,e,ф,o,н, ,ш,a,л,ы,п, ,т,ұ,p,с,ы,з,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,COPY	т,a,м,a,қ, ,д,a,й,ы,н,д,a,у
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,PL,2,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы,ң,ы,з,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,3,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,2,NEG,INFM,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й,с,ы,ң
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,FRML,SG,2,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ғ,a,н,д,ы,ң,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,3,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,т,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,3,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,д,ы
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,IMP,SG,2,INFM	т,a,м,a,қ, ,д,a,й,ы,н,д,a
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,1,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы,қ
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,FRML,SG,2,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,т,ы,н,с,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,SG,2,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,д,ы,ң,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,SG,2,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,м,a,й,с,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,3,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,1,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,т,ы,н,м,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,FRML,SG,2,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,ғ,a,н,с,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,IMP,PL,2,NEG	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ң,ы,з,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,PL,3,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,ғ,a,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,2,NEG,INFM,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й,с,ы,ң,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,PL,1,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ғ,a,н,д,ы,қ
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SG,3,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,3,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,м,a,й,м,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,SG,1,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ғ,a,н,д,ы,м
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,2,NEG,INFM,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,д,ы,ң,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SBJV,SG,3,FUT	т,a,м,a,қ, ,д,a,й,ы,н,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,PL,2,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,с,ы,з,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,1,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,т,ы,н,м,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,3,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,д,ы
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,SG,2,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы,ң,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,3,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,т,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,IMP,SG,2,NEG	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ң,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,1,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й,м,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SG,2,NEG,INFM,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,м,a,й,с,ы,ң
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PRF,PL,2,NEG,INFM,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,ғ,a,н,д,ы,ң,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,3,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,т,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,FRML,IMP,SG,2	т,a,м,a,қ, ,д,a,й,ы,н,д,a,ы,ң,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SBJV,SG,1,FUT	т,a,м,a,қ, ,д,a,й,ы,н,д,a,p,м,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SG,1,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы,м
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,3,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,д,ы
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,FRML,PL,2,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,т,ы,н,с,ы,з,д,a,p
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,FRML,SG,2,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,с,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PL,1,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,м,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,1,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й,м,ы,з
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,1,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,SG,3,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,й,м,a,й,д,ы
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,PL,3,NEG,PRS	т,a,м,a,қ, ,д,a,й,ы,н,д,a,п, ,т,ұ,p,м,a,й
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,PROG,SG,1,NEG,PST	т,a,м,a,қ, ,д,a,й,ы,н,д,a,м,a,т,ы,н,м,ы,н
т,a,м,a,қ, ,д,a,й,ы,н,д,a,у,$,V,IMP,PL,2,INFM	т,a,м,a,қ, ,д,a,й,ы,н,д,a,ы,ң,д,a,p
