হ,ও,য,়,া,$,V,PROG,3,INFM,PRS	হ,চ,্,ছ,ো
আ,ঁ,ক,া,$,V,PRF,2,PRS,LGSPEC1	এ,ঁ,ক,ে,ছ,ি,স
আ,ঁ,ক,া,$,V,3,INFM,PRS	আ,ঁ,ক,ো
আ,ঁ,ক,া,$,V,3,POL,PRS	আ,ঁ,ক,ে,ন
আ,ঁ,ক,া,$,V,PRF,3,INFM,PST	এ,ঁ,ক,ে,ছ,ি,ল,ে
আ,ঁ,ক,া,$,V,3,INFM,PST	আ,ঁ,ক,ল,ে
আ,ঁ,ক,া,$,V,1,FUT	আ,ঁ,ক,ব,ো
আ,ঁ,ক,া,$,V,NFIN	আ,ঁ,ক,ত,ে
আ,ঁ,ক,া,$,V,PROG,2,PST,LGSPEC1	আ,ঁ,ক,ছ,ি,ল,ি
আ,ঁ,ক,া,$,V,PRF,3,POL,PRS	এ,ঁ,ক,ে,ছ,ে,ন
আ,ঁ,ক,া,$,V,PRF,1,PST	এ,ঁ,ক,ে,ছ,ি,ল,া,ম
আ,ঁ,ক,া,$,V,1,PST	আ,ঁ,ক,ল,া,ম
আ,ঁ,ক,া,$,V,2,PST,LGSPEC1	আ,ঁ,ক,ল,ি
আ,ঁ,ক,া,$,V,2,POL,PRS	আ,ঁ,ক,ে
আ,ঁ,ক,া,$,V,PROG,2,PRS,LGSPEC1	আ,ঁ,ক,ছ,ি,স
আ,ঁ,ক,া,$,V,2,POL,PST	আ,ঁ,ক,ল,ো
আ,ঁ,ক,া,$,V,PRF,2,POL,PRS	এ,ঁ,ক,ে,ছ,ে
আ,ঁ,ক,া,$,V,HAB,1,PST	আ,ঁ,ক,ত,া,ম
আ,ঁ,ক,া,$,V,HAB,2,PST,LGSPEC1	আ,ঁ,ক,ত,ি,স
আ,ঁ,ক,া,$,V,HAB,2,POL,PST	আ,ঁ,ক,ত,ো
ব,ি,ভ,া,গ,$,N,LOC,NDEF	ব,ি,ভ,া,গ,ে
ব,ি,ভ,া,গ,$,N,LOC,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া,ত,ে
ব,ি,ভ,া,গ,$,N,NOM,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া
ব,ি,ভ,া,গ,$,N,NOM,DEF,SG	ব,ি,ভ,া,গ,ট,া
ব,ি,ভ,া,গ,$,N,GEN,DEF,SG	ব,ি,ভ,া,গ,ট,া,র
ব,ি,ভ,া,গ,$,N,ACC,NDEF	ব,ি,ভ,া,গ
ব,ি,ভ,া,গ,$,N,NOM,NDEF	ব,ি,ভ,া,গ
ব,ি,ভ,া,গ,$,N,LOC,DEF,SG	ব,ি,ভ,া,গ,ট,া,ত,ে
ব,ি,ভ,া,গ,$,N,ACC,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া
ব,ি,ভ,া,গ,$,N,GEN,DEF,PL	ব,ি,ভ,া,গ,গ,ু,ল,া,র
ব,ি,ভ,া,গ,$,N,GEN,NDEF	ব,ি,ভ,া,গ,ে,র
ব,ি,ভ,া,গ,$,N,ACC,DEF,SG	ব,ি,ভ,া,গ,ট,া
ভ,া,ষ,া,$,N,NOM,NDEF	ভ,া,ষ,া
ভ,া,ষ,া,$,N,ACC,NDEF	ভ,া,ষ,া
ভ,া,ষ,া,$,N,GEN,DEF,SG	ভ,া,ষ,া,ট,া,র
ভ,া,ষ,া,$,N,GEN,DEF,PL	ভ,া,ষ,া,গ,ু,ল,া,র
ভ,া,ষ,া,$,N,ACC,DEF,PL	ভ,া,ষ,া,গ,ু,ল,া
ভ,া,ষ,া,$,N,NOM,DEF,PL	ভ,া,ষ,া,গ,ু,ল,া
ভ,া,ষ,া,$,N,LOC,NDEF	ভ,া,ষ,া,ত,ে
ভ,া,ষ,া,$,N,LOC,DEF,PL	ভ,া,ষ,া,গ,ু,ল,া,ত,ে
ভ,া,ষ,া,$,N,ACC,DEF,SG	ভ,া,ষ,া,ট,া
ভ,া,ষ,া,$,N,NOM,DEF,SG	ভ,া,ষ,া,ট,া
ভ,া,ষ,া,$,N,GEN,NDEF	ভ,া,ষ,া,র
ভ,া,ষ,া,$,N,LOC,DEF,SG	ভ,া,ষ,া,ট,া,ত,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,1,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,ল,া,ম
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,INFM,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,3,INFM,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,ল,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,3,INFM,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,ল,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,HAB,2,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,INFM,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ল,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,2,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,ল,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,1,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ল,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,POL,FUT	অ,প,ে,ক,্,ষ,া, ,ক,র,ব,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,ল,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,স
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,2,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,3,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,ল,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,FUT,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ব,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,3,INFM,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,3,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,ল,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,3,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,NFIN	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,1,FUT	অ,প,ে,ক,্,ষ,া, ,ক,র,ব,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,HAB,1,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,া,ম
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,1,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,ল,া,ম
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,3,INFM,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,POL,FUT	অ,প,ে,ক,্,ষ,া, ,ক,র,ব,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,ি,স
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,PRS,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ি,স
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,2,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,ল,ো
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,HAB,3,INFM,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,2,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,1,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,2,PST,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ল,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,HAB,3,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ত,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,INFM,FUT	অ,প,ে,ক,্,ষ,া, ,ক,র,ব,ে
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ি,স
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PRF,3,POL,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ে,ছ,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,1,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ল,া,ম
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,1,PRS	অ,প,ে,ক,্,ষ,া, ,ক,র,ি
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,3,POL,PST	অ,প,ে,ক,্,ষ,া, ,ক,র,ল,ে,ন
অ,প,ে,ক,্,ষ,া, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	অ,প,ে,ক,্,ষ,া, ,ক,র,ছ,ি,ল,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,2,PST,LGSPEC1	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,ল,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,3,INFM,PST	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,ল,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,3,POL,PRS	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,2,PST,LGSPEC1	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,ল,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,FUT,LGSPEC1	ভ,ু,ল,ে, ,য,া,ব,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,POL,PRS	ভ,ু,ল,ে, ,য,া,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,HAB,3,POL,PST	ভ,ু,ল,ে, ,য,ে,ত,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,2,POL,PST	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,ল,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,1,PRS	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,POL,PRS	ভ,ু,ল,ে, ,য,া,য,়
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,POL,FUT	ভ,ু,ল,ে, ,য,া,ব,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,INFM,PRS	ভ,ু,ল,ে, ,য,া,ও
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,PRS,LGSPEC1	ভ,ু,ল,ে, ,য,া,স
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,2,POL,PST	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,ল,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,2,POL,PRS	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,3,INFM,PRS	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,HAB,2,PST,LGSPEC1	ভ,ু,ল,ে, ,য,ে,ত,ি,স
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,PST,LGSPEC1	ভ,ু,ল,ে, ,গ,ে,ল,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,3,INFM,PRS	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,HAB,1,PST	ভ,ু,ল,ে, ,য,ে,ত,া,ম
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,POL,PST	ভ,ু,ল,ে, ,গ,ে,ল,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,HAB,2,POL,PST	ভ,ু,ল,ে, ,য,ে,ত,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,2,PRS,LGSPEC1	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,স
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,3,POL,PRS	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,1,PRS	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,2,POL,PST	ভ,ু,ল,ে, ,গ,ে,ল,ো
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,2,POL,PRS	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,INFM,FUT	ভ,ু,ল,ে, ,য,া,ব,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,POL,FUT	ভ,ু,ল,ে, ,য,া,ব,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,3,INFM,PST	ভ,ু,ল,ে, ,গ,ে,ল,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,NFIN	ভ,ু,ল,ে, ,য,ে,ত,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,1,PRS	ভ,ু,ল,ে, ,য,া,ই
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,HAB,3,INFM,PST	ভ,ু,ল,ে, ,য,ে,ত,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,2,PRS,LGSPEC1	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,স
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,3,INFM,PST	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,ল,ে
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,1,PST	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,ল,া,ম
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,1,PST	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,ল,া,ম
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PROG,3,POL,PST	ভ,ু,ল,ে, ,য,া,চ,্,ছ,ি,ল,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,1,PST	ভ,ু,ল,ে, ,গ,ে,ল,া,ম
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,PRF,3,POL,PST	ভ,ু,ল,ে, ,গ,ি,য,়,ে,ছ,ি,ল,ে,ন
ভ,ু,ল,ে, ,য,া,ও,য,়,া,$,V,1,FUT	ভ,ু,ল,ে, ,য,া,ব,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,POL,FUT	চ,ে,ষ,্,ট,া, ,ক,র,ব,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,1,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,INFM,PST	চ,ে,ষ,্,ট,া, ,ক,র,ল,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,INFM,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,HAB,3,INFM,PST	চ,ে,ষ,্,ট,া, ,ক,র,ত,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,HAB,3,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ত,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,2,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,2,PST,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,ল,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,FUT,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ব,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,2,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,ল,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,2,PST,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,ল,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,POL,FUT	চ,ে,ষ,্,ট,া, ,ক,র,ব,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,3,INFM,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,1,PST	চ,ে,ষ,্,ট,া, ,ক,র,ল,া,ম
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,HAB,2,PST,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ত,ি,স
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,PRS,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ি,স
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,3,INFM,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,2,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,HAB,1,PST	চ,ে,ষ,্,ট,া, ,ক,র,ত,া,ম
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,1,FUT	চ,ে,ষ,্,ট,া, ,ক,র,ব,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,1,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,3,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,ল,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,3,INFM,PST	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,ল,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,1,PST	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,ল,া,ম
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,3,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,3,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,ল,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,3,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,INFM,FUT	চ,ে,ষ,্,ট,া, ,ক,র,ব,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,HAB,2,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ত,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ল,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,3,INFM,PST	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,ল,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,2,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,ল,ো
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,2,PRS,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি,স
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,2,PRS,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,স
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,NFIN	চ,ে,ষ,্,ট,া, ,ক,র,ত,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,POL,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PROG,1,PST	চ,ে,ষ,্,ট,া, ,ক,র,ছ,ি,ল,া,ম
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,PRF,1,PRS	চ,ে,ষ,্,ট,া, ,ক,র,ে,ছ,ি
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,3,POL,PST	চ,ে,ষ,্,ট,া, ,ক,র,ল,ে,ন
চ,ে,ষ,্,ট,া, ,ক,র,া,$,V,2,PST,LGSPEC1	চ,ে,ষ,্,ট,া, ,ক,র,ল,ি
ন,ু,ন,ু,$,N,LOC,DEF,SG	ন,ু,ন,ু,ট,া,ত,ে
ন,ু,ন,ু,$,N,NOM,NDEF	ন,ু
ন,ু,ন,ু,$,N,LOC,NDEF	ন,ু,ন,ু,ত,ে
ন,ু,ন,ু,$,N,NOM,DEF,SG	ন,ু,ন,ু,ট,া
ন,ু,ন,ু,$,N,LOC,DEF,PL	ন,ু,ন,ু,গ,ু,ল,া,ত,ে
ন,ু,ন,ু,$,N,GEN,NDEF	ন,ু,ন,ু,র
ন,ু,ন,ু,$,N,ACC,DEF,PL	ন,ু,ন,ু,গ,ু,ল,া
ন,ু,ন,ু,$,N,ACC,DEF,SG	ন,ু,ন,ু,ট,া
ন,ু,ন,ু,$,N,NOM,DEF,PL	ন,ু,ন,ু,গ,ু,ল,া
ন,ু,ন,ু,$,N,GEN,DEF,PL	ন,ু,ন,ু,গ,ু,ল,া,র
ন,ু,ন,ু,$,N,GEN,DEF,SG	ন,ু,ন,ু,ট,া,র
ন,ু,ন,ু,$,N,ACC,NDEF	ন,ু,ন,ু
আ,গ,া,ন,ো,$,V,PRF,2,POL,PRS	আ,গ,ি,য,়,ে,ছ,ে
আ,গ,া,ন,ো,$,V,3,POL,FUT	আ,গ,া,ব,ে,ন
আ,গ,া,ন,ো,$,V,2,POL,PST	আ,গ,া,ল,ো
আ,গ,া,ন,ো,$,V,3,POL,PRS	আ,গ,া,ন
আ,গ,া,ন,ো,$,V,PROG,3,POL,PST	আ,গ,া,চ,্,ছ,ি,ল,ে,ন
আ,গ,া,ন,ো,$,V,3,POL,PST	আ,গ,া,ল,ে,ন
আ,গ,া,ন,ো,$,V,PRF,2,PRS,LGSPEC1	আ,গ,ি,য,়,ে,ছ,ি,স
আ,গ,া,ন,ো,$,V,PROG,1,PRS	আ,গ,া,চ,্,ছ,ি
আ,গ,া,ন,ো,$,V,PRF,3,INFM,PRS	আ,গ,ি,য,়,ে,ছ,ো
আ,গ,া,ন,ো,$,V,1,PRS	আ,গ,া,ই
আ,গ,া,ন,ো,$,V,HAB,3,POL,PST	আ,গ,া,ত,ে,ন
আ,গ,া,ন,ো,$,V,PRF,3,INFM,PST	আ,গ,ি,য,়,ে,ছ,ি,ল,ে
আ,গ,া,ন,ো,$,V,NFIN	আ,গ,া,ত,ে
আ,গ,া,ন,ো,$,V,2,FUT,LGSPEC1	আ,গ,া,ব,ি
আ,গ,া,ন,ো,$,V,PRF,1,PST	আ,গ,ি,য,়,ে,ছ,ি,ল,া,ম
আ,গ,া,ন,ো,$,V,1,PST	আ,গ,া,ল,া,ম
আ,গ,া,ন,ো,$,V,PRF,3,POL,PST	আ,গ,ি,য,়,ে,ছ,ি,ল,ে,ন
আ,গ,া,ন,ো,$,V,PRF,2,PST,LGSPEC1	আ,গ,ি,য,়,ে,ছ,ি,ল,ি
আ,গ,া,ন,ো,$,V,PRF,2,POL,PST	আ,গ,ি,য,়,ে,ছ,ি,ল,ো
আ,গ,া,ন,ো,$,V,HAB,1,PST	আ,গ,া,ত,া,ম
আ,গ,া,ন,ো,$,V,3,INFM,PST	আ,গ,া,ল,ে
আ,গ,া,ন,ো,$,V,PROG,3,INFM,PST	আ,গ,া,চ,্,ছ,ি,ল,ে
আ,গ,া,ন,ো,$,V,PROG,2,PST,LGSPEC1	আ,গ,া,চ,্,ছ,ি,ল,ি
আ,গ,া,ন,ো,$,V,HAB,3,INFM,PST	আ,গ,া,ত,ে
আ,গ,া,ন,ো,$,V,PROG,1,PST	আ,গ,া,চ,্,ছ,ি,ল,া,ম
আ,গ,া,ন,ো,$,V,2,PST,LGSPEC1	আ,গ,া,ল,ি
আ,গ,া,ন,ো,$,V,PROG,2,POL,PRS	আ,গ,া,চ,্,ছ,ে
আ,গ,া,ন,ো,$,V,1,FUT	আ,গ,া,ব,ো
আ,গ,া,ন,ো,$,V,PROG,2,POL,PST	আ,গ,া,চ,্,ছ,ি,ল,ো
আ,গ,া,ন,ো,$,V,3,INFM,PRS	আ,গ,া,ও
আ,গ,া,ন,ো,$,V,HAB,2,POL,PST	আ,গ,া,ত,ো
আ,গ,া,ন,ো,$,V,2,PRS,LGSPEC1	আ,গ,া,স
আ,গ,া,ন,ো,$,V,PROG,3,POL,PRS	আ,গ,া,চ,্,ছ,ে,ন
আ,গ,া,ন,ো,$,V,2,POL,FUT	আ,গ,া,ব,ে
আ,গ,া,ন,ো,$,V,3,INFM,FUT	আ,গ,া,ব,ে
আ,গ,া,ন,ো,$,V,PRF,3,POL,PRS	আ,গ,ি,য,়,ে,ছ,ে,ন
আ,গ,া,ন,ো,$,V,PROG,3,INFM,PRS	আ,গ,া,চ,্,ছ,ো
আ,গ,া,ন,ো,$,V,HAB,2,PST,LGSPEC1	আ,গ,া,ত,ি,স
আ,গ,া,ন,ো,$,V,PRF,1,PRS	আ,গ,ি,য,়,ে,ছ,ি
আ,গ,া,ন,ো,$,V,PROG,2,PRS,LGSPEC1	আ,গ,া,চ,্,ছ,ি,স
