l,i,a,$,COPY	l,i,a
k,a,u,s,h,a,$,V,FIN	k,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,PL,2,FUT	m,t,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,3,PST	a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,2,PST	u,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,2,FUT	u,t,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,3,FUT	a,t,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,k,a,u,s,h,a
k,a,u,s,h,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,k,a,u,s,h,a
k,a,u,s,h,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,k,a,u,s,h,a
k,a,u,s,h,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,k,a,u,s,h,a
k,a,u,s,h,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,k,a,u,s,h,a
f,a,g,i,a,$,COPY	f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN	k,u,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,2,PST	m,l,i,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,3,PST	a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,2,PST	u,l,i,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,3,FUT	a,t,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,f,a,g,i,a
f,a,g,i,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,f,a,g,i,a
f,a,g,i,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,f,a,g,i,a
f,a,g,i,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,a,g,i,a
f,a,g,i,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,f,a,g,i,a
f,a,g,i,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,a,g,i,a
f,a,g,i,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,a,g,i,a
g,o,n,g,a,$,COPY	g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN	k,u,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,2,PST	u,l,i,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,3,PST	a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,2,PST	m,l,i,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,2,FUT	m,t,a,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,2,FUT	u,t,a,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,3,FUT	a,t,a,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,g,o,n,g,a
g,o,n,g,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,g,o,n,g,a
g,o,n,g,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,g,o,n,g,a
g,o,n,g,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,g,o,n,g,a
g,o,n,g,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,g,o,n,g,a
g,o,n,g,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,g,o,n,g,a
s,i,k,i,l,i,z,a,$,COPY	s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,2,PST	m,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN	k,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,3,FUT	a,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,2,FUT	u,t,a,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,s,i,k,i,l,i,z,a
s,i,k,i,l,i,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,s,i,k,i,l,i,z,a
u,l,i,z,a,$,COPY	u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,PL,3,PRS	w,a,n,a,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,SG,2,PRS	u,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,3,FUT	a,t,a,u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,2,PST	m,l,i,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,1,PRS	n,i,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,1,FUT	n,i,t,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,3,PRS	w,a,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,SG,3,PRS	a,a,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,SG,2,PRS	u,h,u,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,2,PST	u,l,i,u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,SG,3,PRS	a,n,a,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,3,PST	a,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,3,PST	a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,PL,2,PST	m,m,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,2,FUT	m,t,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,1,PST	n,i,l,i,u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,SG,2,PRS	u,n,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,2,PST	m,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,u,l,i,z,a
u,l,i,z,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,u,l,i,z,a
u,l,i,z,a,$,V,FIN	k,u,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,u,l,i,z,a
u,l,i,z,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,3,PRS	a,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,2,PRS	m,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,FIN,IND,SG,2,FUT	u,t,a,u,l,i,z,a
u,l,i,z,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,u,l,i,z,a
u,l,i,z,a,$,V,INDF,FIN,IND,PL,2,PRS	m,a,u,l,i,z,a
u,l,i,z,a,$,V,PRF,FIN,IND,PL,1,PST	t,u,m,e,u,l,i,z,a
f,u,n,g,a,$,COPY	f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,SG,2,FUT	u,t,a,f,u,n,g,a
f,u,n,g,a,$,V,INDF,FIN,IND,PL,1,PRS	t,u,a,f,u,n,g,a
f,u,n,g,a,$,V,HAB,FIN,IND,PL,3,PRS	w,a,h,u,f,u,n,g,a
f,u,n,g,a,$,V,HAB,FIN,IND,PL,2,PRS	m,h,u,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,SG,2,PST	u,n,g,a,l,i,f,u,n,g,a
f,u,n,g,a,$,V,DEF,FIN,IND,PL,2,PRS	m,n,a,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,SG,2,PRS	u,n,g,e,f,u,n,g,a
f,u,n,g,a,$,V,INDF,FIN,IND,PL,3,PRS	w,a,a,f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,PL,1,PST	t,u,l,i,f,u,n,g,a
f,u,n,g,a,$,V,PRF,FIN,IND,PL,3,PST	w,a,m,e,f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,PL,2,FUT	m,t,a,f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,PL,3,FUT	w,a,t,a,f,u,n,g,a
f,u,n,g,a,$,V,HAB,FIN,IND,SG,3,PRS	a,h,u,f,u,n,g,a
f,u,n,g,a,$,V,HAB,FIN,IND,PL,1,PRS	t,u,h,u,f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,PL,3,PST	w,a,l,i,f,u,n,g,a
f,u,n,g,a,$,V,HAB,FIN,IND,SG,1,PRS	n,i,h,u,f,u,n,g,a
f,u,n,g,a,$,V,FIN,IND,PL,1,FUT	t,u,t,a,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,PL,1,PRS	t,u,n,g,e,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,PL,1,PST	t,u,n,g,a,l,i,f,u,n,g,a
f,u,n,g,a,$,V,FIN	k,u,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,PL,3,PST	w,a,n,g,a,l,i,f,u,n,g,a
f,u,n,g,a,$,V,FIN,COND,SG,1,PST	n,i,n,g,a,l,i,f,u,n,g,a
f,u,n,g,a,$,V,PRF,FIN,IND,SG,3,PST	a,m,e,f,u,n,g,a
f,u,n,g,a,$,V,DEF,FIN,IND,SG,1,PRS	n,i,n,a,f,u,n,g,a
f,u,n,g,a,$,V,PRF,FIN,IND,SG,1,PST	n,i,m,e,f,u,n,g,a
f,u,n,g,a,$,V,INDF,FIN,IND,SG,1,PRS	n,i,a,f,u,n,g,a
f,u,n,g,a,$,V,DEF,FIN,IND,PL,1,PRS	t,u,n,a,f,u,n,g,a
f,u,n,g,a,$,V,PRF,FIN,IND,SG,2,PST	u,m,e,f,u,n,g,a
