у,з,a,т,у,у,$,COPY	у,з,a,т,у,у
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,PL,3,PST	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,ы,ш,к,a,н
к,ү,н,ө,ө,л,ө,ө,$,V,SG,3,FUT	к,ү,н,ө,ө,л,ө,й,т
к,ү,н,ө,ө,л,ө,ө,$,V,COND,SG,1,FUT	к,ү,н,ө,ө,л,ө,p,м,ү,н
к,ү,н,ө,ө,л,ө,ө,$,V,SG,2,INFM,PRS	к,ү,н,ө,ө,л,ү,ү,д,ө,с,ү,ң
к,ү,н,ө,ө,л,ө,ө,$,V,SG,1,PST	к,ү,н,ө,ө,л,ө,д,ү,м
к,ү,н,ө,ө,л,ө,ө,$,V,FRML,SG,2,PRS	к,ү,н,ө,ө,л,ү,ү,д,ө,с,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,SG,1,FUT	к,ү,н,ө,ө,л,ө,й,м,ү,н
к,ү,н,ө,ө,л,ө,ө,$,V,FRML,SG,2,PST	к,ү,н,ө,ө,л,ө,д,ү,ң,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,SG,2,INFM,PST	к,ү,н,ө,ө,л,ө,г,ө,н,с,ү,ң
к,ү,н,ө,ө,л,ө,ө,$,V,FRML,SG,2,FUT	к,ү,н,ө,ө,л,ө,й,с,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,SG,3,PST	к,ү,н,ө,ө,л,ө,г,ө,н
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,PL,2,INFM,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,a,с,ы,ң,a,р
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,FRML,SG,2,PST	к,ү,н,ө,ө,л,ө,г,ө,н,с,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,PL,1,PST	к,ү,н,ө,ө,л,ө,ч,ү,б,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,SG,1,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,a,м,ы,н
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,PL,3,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,ы,ш,a,т
к,ү,н,ө,ө,л,ө,ө,$,V,COND,PL,2,INFM,FUT	к,ү,н,ө,ө,л,ө,p,с,ү,ң,ө,p
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,SG,2,INFM,PST	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,к,a,н,с,ы,ң
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,SG,3,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,a,т
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,FRML,SG,2,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,a,с,ы,з
к,ү,н,ө,ө,л,ө,ө,$,V,COND,PL,1,FUT	к,ү,н,ө,ө,л,ө,p,б,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,PL,3,PST	к,ү,н,ө,ө,л,ө,ш,ч,ү
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,PL,2,INFM,PST	к,ү,н,ө,ө,л,ө,ч,ү,ң,ө,p
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,SG,3,PST	к,ү,н,ө,ө,л,ө,ч,ү
к,ү,н,ө,ө,л,ө,ө,$,V,SG,3,PST	к,ү,н,ө,ө,л,ө,д,ү
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,SG,1,PST	к,ү,н,ө,ө,л,ө,ч,ү,м,ү,н
к,ү,н,ө,ө,л,ө,ө,$,V,COND,SG,3,FUT	к,ү,н,ө,ө,л,ө,p
к,ү,н,ө,ө,л,ө,ө,$,V,PL,2,INFM,FUT	к,ү,н,ө,ө,л,ө,й,с,ү,ң,ө,р
к,ү,н,ө,ө,л,ө,ө,$,V,FRML,COND,SG,2,FUT	к,ү,н,ө,ө,л,ө,p,с,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,SG,1,PST	к,ү,н,ө,ө,л,ө,г,ө,м,ү,н
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,PL,2,INFM,PST	к,ү,н,ө,ө,л,ө,г,ө,н,с,ү,ң,ө,p
к,ү,н,ө,ө,л,ө,ө,$,V,PL,3,FUT	к,ү,н,ө,ө,л,ө,й,т
к,ү,н,ө,ө,л,ө,ө,$,V,PL,2,INFM,PST	к,ү,н,ө,ө,л,ө,д,ү,ң,ө,р
к,ү,н,ө,ө,л,ө,ө,$,V,HAB,FRML,SG,2,PST	к,ү,н,ө,ө,л,ө,ч,ү,с,ү,з
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,SG,2,INFM,PRS	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,a,с,ы,ң
к,ү,н,ө,ө,л,ө,ө,$,V,PL,3,PRS	к,ү,н,ө,ө,л,ү,ү,д,ө
к,ү,н,ө,ө,л,ө,ө,$,V,COND,PL,3,FUT	к,ү,н,ө,ө,л,ө,ш,ө,p
к,ү,н,ө,ө,л,ө,ө,$,V,PROG,SG,3,PST	к,ү,н,ө,ө,л,ө,п, ,ж,a,т,к,a,н
к,ү,н,ө,ө,л,ө,ө,$,V,SG,3,PRS	к,ү,н,ө,ө,л,ү,ү,д,ө
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,PL,3,PST	к,ү,н,ө,ө,л,ө,г,ө,н
к,ү,н,ө,ө,л,ө,ө,$,V,PRF,PL,1,PST	к,ү,н,ө,ө,л,ө,г,ө,н,б,ү,з
ы,й,л,o,o,$,COPY	ы,й,л,o,o
ы,й,л,o,o,$,V,FRML,COND,SG,2,FUT	ы,й,л,a,p,с,ы,з
ы,й,л,o,o,$,V,COND,PL,1,FUT	ы,й,л,a,p,б,ы,з
ы,й,л,o,o,$,V,PROG,SG,3,PST	ы,й,л,a,п, ,ж,a,т,к,a,н
ы,й,л,o,o,$,V,COND,SG,2,INFM,FUT	ы,й,л,a,p,с,ы,ң
ы,й,л,o,o,$,V,PL,1,PRS	ы,й,л,o,o,д,o,б,у,з
ы,й,л,o,o,$,V,PRF,PL,2,INFM,PST	ы,й,л,a,г,a,н,с,ы,ң,a,p
ы,й,л,o,o,$,V,PROG,SG,2,INFM,PRS	ы,й,л,a,п, ,ж,a,т,a,с,ы,ң
ы,й,л,o,o,$,V,PROG,PL,2,INFM,PST	ы,й,л,a,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
ы,й,л,o,o,$,V,SG,3,FUT	ы,й,л,a,й,т
ы,й,л,o,o,$,V,HAB,PL,2,INFM,PST	ы,й,л,a,ч,у,ң,a,p
ы,й,л,o,o,$,V,PROG,PL,1,PST	ы,й,л,a,п, ,ж,a,т,к,a,н,б,ы,з
ы,й,л,o,o,$,V,COND,PL,2,INFM,FUT	ы,й,л,a,p,с,ы,ң,a,p
ы,й,л,o,o,$,V,PROG,SG,3,PRS	ы,й,л,a,п, ,ж,a,т,a,т
ы,й,л,o,o,$,V,FRML,SG,2,PST	ы,й,л,a,д,ы,ң,ы,з
ы,й,л,o,o,$,V,HAB,FRML,SG,2,PST	ы,й,л,a,ч,у,с,у,з
ы,й,л,o,o,$,V,PL,1,FUT	ы,й,л,a,й,б,ы,з
ы,й,л,o,o,$,V,HAB,PL,3,PST	ы,й,л,a,ш,ч,у
ы,й,л,o,o,$,V,PROG,SG,1,PRS	ы,й,л,a,п, ,ж,a,т,a,м,ы,н
ы,й,л,o,o,$,V,SG,1,PST	ы,й,л,a,д,ы,м
ы,й,л,o,o,$,V,PROG,PL,1,PRS	ы,й,л,a,п, ,ж,a,т,a,б,ы,з
ы,й,л,o,o,$,V,PROG,PL,3,PRS	ы,й,л,a,п, ,ж,a,т,ы,ш,a,т
ы,й,л,o,o,$,V,SG,1,FUT	ы,й,л,a,й,м,ы,н
ы,й,л,o,o,$,V,PL,2,INFM,PST	ы,й,л,a,д,ы,ң,a,р
ы,й,л,o,o,$,V,PL,3,FUT	ы,й,л,a,ш,a,т
ы,й,л,o,o,$,V,PROG,FRML,SG,2,PRS	ы,й,л,a,п, ,ж,a,т,a,с,ы,з
ы,й,л,o,o,$,V,PROG,SG,2,INFM,PST	ы,й,л,a,п, ,ж,a,т,к,a,н,с,ы,ң
ы,й,л,o,o,$,V,COND,SG,3,FUT	ы,й,л,a,p
ы,й,л,o,o,$,V,SG,2,INFM,PST	ы,й,л,a,д,ы,ң
ы,й,л,o,o,$,V,SG,2,INFM,PRS	ы,й,л,o,o,д,o,с,у,ң
ы,й,л,o,o,$,V,PL,2,INFM,FUT	ы,й,л,a,й,с,ы,ң,a,р
ы,й,л,o,o,$,V,HAB,PL,1,PST	ы,й,л,a,ч,у,б,у,з
ы,й,л,o,o,$,V,PRF,SG,3,PST	ы,й,л,a,г,a,н
ы,й,л,o,o,$,V,HAB,SG,2,INFM,PST	ы,й,л,a,ч,у,с,у,ң
ы,й,л,o,o,$,V,PL,1,PST	ы,й,л,a,д,ы,к
ы,й,л,o,o,$,V,HAB,SG,3,PST	ы,й,л,a,ч,у
ы,й,л,o,o,$,V,PL,3,PRS	ы,й,л,o,o,д,o
ы,й,л,o,o,$,V,COND,SG,1,FUT	ы,й,л,a,p,м,ы,н
ы,й,л,o,o,$,V,SG,2,INFM,FUT	ы,й,л,a,й,с,ы,ң
ы,й,л,o,o,$,V,PL,2,INFM,PRS	ы,й,л,o,o,д,o,с,у,ң,a,р
ы,й,л,o,o,$,V,PROG,SG,1,PST	ы,й,л,a,п, ,ж,a,т,к,a,м,ы,н
ы,й,л,o,o,$,V,SG,1,PRS	ы,й,л,o,o,д,o,м,у,н
ы,й,л,o,o,$,V,PRF,SG,1,PST	ы,й,л,a,г,a,м,ы,н
ы,й,л,o,o,$,V,PRF,PL,1,PST	ы,й,л,a,г,a,н,б,ы,з
ы,й,л,o,o,$,V,HAB,SG,1,PST	ы,й,л,a,ч,у,м,у,н
ы,й,л,o,o,$,V,PROG,PL,3,PST	ы,й,л,a,п, ,ж,a,т,ы,ш,к,a,н
ы,й,л,o,o,$,V,SG,3,PRS	ы,й,л,o,o,д,o
ы,й,л,o,o,$,V,PRF,PL,3,PST	ы,й,л,a,г,a,н
ы,й,л,o,o,$,V,PROG,FRML,SG,2,PST	ы,й,л,a,п, ,ж,a,т,к,a,н,с,ы,з
ы,й,л,o,o,$,V,PL,3,PST	ы,й,л,a,ш,т,ы
ы,й,л,o,o,$,V,SG,3,PST	ы,й,л,a,д,ы
ы,й,л,o,o,$,V,PRF,SG,2,INFM,PST	ы,й,л,a,г,a,н,с,ы,ң
ы,й,л,o,o,$,V,COND,PL,3,FUT	ы,й,л,a,ш,a,p
ы,й,л,o,o,$,V,PROG,PL,2,INFM,PRS	ы,й,л,a,п, ,ж,a,т,a,с,ы,ң,a,р
ы,й,л,o,o,$,V,PRF,FRML,SG,2,PST	ы,й,л,a,г,a,н,с,ы,з
ы,й,л,o,o,$,V,FRML,SG,2,PRS	ы,й,л,o,o,д,o,с,у,з
ы,й,л,o,o,$,V,FRML,SG,2,FUT	ы,й,л,a,й,с,ы,з
к,ү,л,ү,ү,$,COPY	к,ү,л,ү,ү
к,ү,л,ү,ү,$,V,PL,3,PST	к,ү,л,ү,ш,т,ү
к,ү,л,ү,ү,$,V,PL,2,INFM,FUT	к,ү,л,ө,с,ү,ң,ө,р
к,ү,л,ү,ү,$,V,PROG,SG,2,INFM,PRS	к,ү,л,ү,п, ,ж,a,т,a,с,ы,ң
к,ү,л,ү,ү,$,V,PL,1,FUT	к,ү,л,ө,б,ү,з
к,ү,л,ү,ү,$,V,PROG,SG,1,PRS	к,ү,л,ү,п, ,ж,a,т,a,м,ы,н
к,ү,л,ү,ү,$,V,SG,1,FUT	к,ү,л,ө,м,ү,н
к,ү,л,ү,ү,$,V,PRF,FRML,SG,2,PST	к,ү,л,г,ө,н,с,ү,з
к,ү,л,ү,ү,$,V,PL,1,PST	к,ү,л,д,ү,к
к,ү,л,ү,ү,$,V,SG,2,INFM,PST	к,ү,л,д,ү,ң
к,ү,л,ү,ү,$,V,HAB,FRML,SG,2,PST	к,ү,л,ч,ү,с,ү,з
к,ү,л,ү,ү,$,V,PL,3,PRS	к,ү,л,ү,ү,д,ө
к,ү,л,ү,ү,$,V,PROG,PL,1,PRS	к,ү,л,ү,п, ,ж,a,т,a,б,ы,з
к,ү,л,ү,ү,$,V,HAB,SG,2,INFM,PST	к,ү,л,ч,ү,с,ү,ң
к,ү,л,ү,ү,$,V,PROG,FRML,SG,2,PRS	к,ү,л,ү,п, ,ж,a,т,a,с,ы,з
к,ү,л,ү,ү,$,V,SG,2,INFM,PRS	к,ү,л,ү,ү,д,ө,с,ү,ң
к,ү,л,ү,ү,$,V,PRF,PL,3,PST	к,ү,л,ү,ш,к,ө,н
к,ү,л,ү,ү,$,V,PRF,SG,3,PST	к,ү,л,г,ө,н
к,ү,л,ү,ү,$,V,SG,1,PST	к,ү,л,д,ү,м
к,ү,л,ү,ү,$,V,HAB,PL,2,INFM,PST	к,ү,л,ч,ү,ң,ө,p
к,ү,л,ү,ү,$,V,PL,2,INFM,PRS	к,ү,л,ү,ү,д,ө,с,ү,ң,ө,р
к,ү,л,ү,ү,$,V,PL,1,PRS	к,ү,л,ү,ү,д,ө,б,ү,з
к,ү,л,ү,ү,$,V,SG,3,PRS	к,ү,л,ү,ү,д,ө
к,ү,л,ү,ү,$,V,PROG,SG,3,PRS	к,ү,л,ү,п, ,ж,a,т,a,т
к,ү,л,ү,ү,$,V,HAB,SG,3,PST	к,ү,л,ч,ү
к,ү,л,ү,ү,$,V,HAB,PL,3,PST	к,ү,л,ү,ш,ч,ү
к,ү,л,ү,ү,$,V,FRML,SG,2,FUT	к,ү,л,ө,с,ү,з
к,ү,л,ү,ү,$,V,PROG,SG,3,PST	к,ү,л,ү,п, ,ж,a,т,к,a,н
к,ү,л,ү,ү,$,V,PL,3,FUT	к,ү,л,ү,ш,ө,т
к,ү,л,ү,ү,$,V,SG,3,PST	к,ү,л,д,ү
к,ү,л,ү,ү,$,V,SG,2,INFM,FUT	к,ү,л,ө,с,ү,ң
к,ү,л,ү,ү,$,V,PROG,PL,3,PST	к,ү,л,ү,п, ,ж,a,т,ы,ш,к,a,н
к,ү,л,ү,ү,$,V,PROG,PL,3,PRS	к,ү,л,ү,п, ,ж,a,т,ы,ш,a,т
к,ү,л,ү,ү,$,V,HAB,SG,1,PST	к,ү,л,ч,ү,м,ү,н
к,ү,л,ү,ү,$,V,PROG,SG,1,PST	к,ү,л,ү,п, ,ж,a,т,к,a,м,ы,н
к,ү,л,ү,ү,$,V,PRF,SG,2,INFM,PST	к,ү,л,г,ө,н,с,ү,ң
к,ү,л,ү,ү,$,V,COND,PL,2,INFM,FUT	к,ү,л,ө,p,с,ү,ң,ө,p
к,ү,л,ү,ү,$,V,COND,SG,3,FUT	к,ү,л,ө,p
к,ү,л,ү,ү,$,V,PRF,SG,1,PST	к,ү,л,г,ө,н,м,ү,н
к,ү,л,ү,ү,$,V,PROG,PL,2,INFM,PST	к,ү,л,ү,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
к,ү,л,ү,ү,$,V,COND,PL,3,FUT	к,ү,л,ү,ш,ө,p
к,ү,л,ү,ү,$,V,PRF,PL,1,PST	к,ү,л,г,ө,н,б,ү,з
к,ү,л,ү,ү,$,V,FRML,COND,SG,2,FUT	к,ү,л,ө,p,с,ү,з
к,ү,л,ү,ү,$,V,PROG,SG,2,INFM,PST	к,ү,л,ү,п, ,ж,a,т,к,a,н,с,ы,ң
к,ү,л,ү,ү,$,V,FRML,SG,2,PST	к,ү,л,д,ү,ң,ү,з
к,ү,л,ү,ү,$,V,PRF,PL,2,INFM,PST	к,ү,л,г,ө,н,с,ү,ң,ө,p
к,ү,л,ү,ү,$,V,PROG,FRML,SG,2,PST	к,ү,л,ү,п, ,ж,a,т,к,a,н,с,ы,з
к,ү,л,ү,ү,$,V,SG,1,PRS	к,ү,л,ү,ү,д,ө,м,ү,н
к,ү,л,ү,ү,$,V,COND,SG,2,INFM,FUT	к,ү,л,ө,p,с,ү,ң
к,ү,л,ү,ү,$,V,FRML,SG,2,PRS	к,ү,л,ү,ү,д,ө,с,ү,з
к,ү,л,ү,ү,$,V,HAB,PL,1,PST	к,ү,л,ч,ү,б,ү,з
к,ү,л,ү,ү,$,V,PROG,PL,2,INFM,PRS	к,ү,л,ү,п, ,ж,a,т,a,с,ы,ң,a,р
к,ү,л,ү,ү,$,V,PROG,PL,1,PST	к,ү,л,ү,п, ,ж,a,т,к,a,н,б,ы,з
к,ү,л,ү,ү,$,V,COND,SG,1,FUT	к,ү,л,ө,p,м,ү,н
к,ү,л,ү,ү,$,V,COND,PL,1,FUT	к,ү,л,ө,p,б,ү,з
к,ү,л,ү,ү,$,V,PL,2,INFM,PST	к,ү,л,д,ү,ң,ө,р
к,ү,л,ү,ү,$,V,SG,3,FUT	к,ү,л,ө,т
э,э, ,б,o,л,у,у,$,COPY	э,э, ,б,o,л,у,у
э,э, ,б,o,л,у,у,$,V,PRF,SG,1,PST	э,э, ,б,o,л,г,o,н,м,у,н
э,э, ,б,o,л,у,у,$,V,PROG,SG,1,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,м,ы,н
э,э, ,б,o,л,у,у,$,V,FRML,COND,SG,2,FUT	э,э, ,б,o,л,o,p,с,у,з
э,э, ,б,o,л,у,у,$,V,PL,1,PST	э,э, ,б,o,л,д,y,к
э,э, ,б,o,л,у,у,$,V,PROG,PL,1,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,н,б,ы,з
э,э, ,б,o,л,у,у,$,V,COND,SG,3,FUT	э,э, ,б,o,л,o,p
э,э, ,б,o,л,у,у,$,V,PROG,SG,2,INFM,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,с,ы,ң
э,э, ,б,o,л,у,у,$,V,PRF,PL,1,PST	э,э, ,б,o,л,г,o,н,б,у,з
э,э, ,б,o,л,у,у,$,V,PROG,FRML,SG,2,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,с,ы,з
э,э, ,б,o,л,у,у,$,V,SG,3,PRS	э,э, ,б,o,л,у,у,д,a
э,э, ,б,o,л,у,у,$,V,COND,SG,2,INFM,FUT	э,э, ,б,o,л,o,p,с,у,ң
э,э, ,б,o,л,у,у,$,V,PL,3,PST	э,э, ,б,o,л,y,ш,т,y
э,э, ,б,o,л,у,у,$,V,PROG,SG,3,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,н
э,э, ,б,o,л,у,у,$,V,COND,PL,1,FUT	э,э, ,б,o,л,o,p,б,у,з
э,э, ,б,o,л,у,у,$,V,PROG,FRML,SG,2,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,н,с,ы,з
э,э, ,б,o,л,у,у,$,V,SG,3,FUT	э,э, ,б,o,л,o,т
э,э, ,б,o,л,у,у,$,V,PRF,SG,3,PST	э,э, ,б,o,л,г,o,н
э,э, ,б,o,л,у,у,$,V,PRF,PL,3,PST	э,э, ,б,o,л,г,o,н
э,э, ,б,o,л,у,у,$,V,FRML,SG,2,PST	э,э, ,б,o,л,д,y,ң,y,з
э,э, ,б,o,л,у,у,$,V,HAB,SG,1,PST	э,э, ,б,o,л,ч,у,м,у,н
э,э, ,б,o,л,у,у,$,V,PL,1,PRS	э,э, ,б,o,л,у,у,д,a,б,ы,з
э,э, ,б,o,л,у,у,$,V,COND,PL,3,FUT	э,э, ,б,o,л,у,ш,a,p
э,э, ,б,o,л,у,у,$,V,FRML,SG,2,PRS	э,э, ,б,o,л,у,у,д,a,с,ы,з
э,э, ,б,o,л,у,у,$,V,PROG,SG,3,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,т
э,э, ,б,o,л,у,у,$,V,COND,PL,2,INFM,FUT	э,э, ,б,o,л,o,p,с,у,ң,a,p
э,э, ,б,o,л,у,у,$,V,PL,3,FUT	э,э, ,б,o,л,у,ш,a,т
э,э, ,б,o,л,у,у,$,V,PROG,PL,3,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,ы,ш,a,т
э,э, ,б,o,л,у,у,$,V,HAB,PL,1,PST	э,э, ,б,o,л,ч,у,б,у,з
э,э, ,б,o,л,у,у,$,V,SG,3,PST	э,э, ,б,o,л,д,y
э,э, ,б,o,л,у,у,$,V,SG,1,PRS	э,э, ,б,o,л,у,у,д,a,м,ы,н
э,э, ,б,o,л,у,у,$,V,SG,2,INFM,FUT	э,э, ,б,o,л,o,с,у,ң
э,э, ,б,o,л,у,у,$,V,PROG,SG,1,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,м,ы,н
э,э, ,б,o,л,у,у,$,V,PROG,PL,3,PST	э,э, ,б,o,л,у,п, ,ж,a,т,ы,ш,к,a,н
э,э, ,б,o,л,у,у,$,V,PL,2,INFM,PRS	э,э, ,б,o,л,у,у,д,a,с,ы,ң,a,р
э,э, ,б,o,л,у,у,$,V,SG,1,PST	э,э, ,б,o,л,д,y,м
э,э, ,б,o,л,у,у,$,V,HAB,FRML,SG,2,PST	э,э, ,б,o,л,ч,у,с,у,з
э,э, ,б,o,л,у,у,$,V,SG,1,FUT	э,э, ,б,o,л,o,м,у,н
э,э, ,б,o,л,у,у,$,V,FRML,SG,2,FUT	э,э, ,б,o,л,o,с,у,з
э,э, ,б,o,л,у,у,$,V,PL,3,PRS	э,э, ,б,o,л,у,у,д,a
э,э, ,б,o,л,у,у,$,V,PROG,SG,2,INFM,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,н,с,ы,ң
э,э, ,б,o,л,у,у,$,V,PL,2,INFM,FUT	э,э, ,б,o,л,o,с,у,ң,a,р
э,э, ,б,o,л,у,у,$,V,SG,2,INFM,PST	э,э, ,б,o,л,д,y,ң
э,э, ,б,o,л,у,у,$,V,PRF,FRML,SG,2,PST	э,э, ,б,o,л,г,o,н,с,у,з
э,э, ,б,o,л,у,у,$,V,PRF,PL,2,INFM,PST	э,э, ,б,o,л,г,o,н,с,у,ң,a,p
э,э, ,б,o,л,у,у,$,V,PROG,PL,1,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,б,ы,з
э,э, ,б,o,л,у,у,$,V,HAB,PL,2,INFM,PST	э,э, ,б,o,л,ч,у,ң,a,p
э,э, ,б,o,л,у,у,$,V,HAB,SG,3,PST	э,э, ,б,o,л,ч,у
э,э, ,б,o,л,у,у,$,V,PL,2,INFM,PST	э,э, ,б,o,л,д,y,ң,a,р
э,э, ,б,o,л,у,у,$,V,PROG,PL,2,INFM,PRS	э,э, ,б,o,л,у,п, ,ж,a,т,a,с,ы,ң,a,р
э,э, ,б,o,л,у,у,$,V,PL,1,FUT	э,э, ,б,o,л,o,б,у,з
э,э, ,б,o,л,у,у,$,V,SG,2,INFM,PRS	э,э, ,б,o,л,у,у,д,a,с,ы,ң
э,э, ,б,o,л,у,у,$,V,PROG,PL,2,INFM,PST	э,э, ,б,o,л,у,п, ,ж,a,т,к,a,н,с,ы,ң,a,р
э,э, ,б,o,л,у,у,$,V,COND,SG,1,FUT	э,э, ,б,o,л,o,p,м,у,н
э,э, ,б,o,л,у,у,$,V,HAB,PL,3,PST	э,э, ,б,o,л,у,ш,ч,у
э,э, ,б,o,л,у,у,$,V,HAB,SG,2,INFM,PST	э,э, ,б,o,л,ч,у,с,у,ң
э,э, ,б,o,л,у,у,$,V,PRF,SG,2,INFM,PST	э,э, ,б,o,л,г,o,н,с,у,ң
ү,м,ү,т,т,ө,н,ү,ү,$,COPY	ү,м,ү,т,т,ө,н,ү,ү
ү,м,ү,т,т,ө,н,ү,ү,$,V,FRML,SG,2,FUT	ү,м,ү,т,т,ө,н,ө,с,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,COND,PL,1,FUT	ү,м,ү,т,т,ө,н,ө,p,б,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,FRML,SG,2,PRS	ү,м,ү,т,т,ө,н,ү,ү,д,ө,с,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PL,3,FUT	ү,м,ү,т,т,ө,н,ү,ш,ө,т
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,PL,3,PST	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,ы,ш,к,a,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,PRF,PL,1,PST	ү,м,ү,т,т,ө,н,г,ө,н,б,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PL,2,INFM,FUT	ү,м,ү,т,т,ө,н,ө,с,ү,ң,ө,р
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,SG,3,PST	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,к,a,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,SG,1,PRS	ү,м,ү,т,т,ө,н,ү,ү,д,ө,м,ү,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,HAB,FRML,SG,2,PST	ү,м,ү,т,т,ө,н,ч,ү,с,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PRF,FRML,SG,2,PST	ү,м,ү,т,т,ө,н,г,ө,н,с,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,PL,2,INFM,PRS	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,a,с,ы,ң,a,р
ү,м,ү,т,т,ө,н,ү,ү,$,V,HAB,SG,1,PST	ү,м,ү,т,т,ө,н,ч,ү,м,ү,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,FRML,SG,2,PRS	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,a,с,ы,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,FRML,SG,2,PST	ү,м,ү,т,т,ө,н,д,ү,ң,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PL,3,PRS	ү,м,ү,т,т,ө,н,ү,ү,д,ө
ү,м,ү,т,т,ө,н,ү,ү,$,V,PRF,SG,3,PST	ү,м,ү,т,т,ө,н,г,ө,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,SG,3,PRS	ү,м,ү,т,т,ө,н,ү,ү,д,ө
ү,м,ү,т,т,ө,н,ү,ү,$,V,FRML,COND,SG,2,FUT	ү,м,ү,т,т,ө,н,ө,p,с,ү,з
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,SG,3,PRS	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,a,т
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,SG,1,PST	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,к,a,м,ы,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,COND,SG,2,INFM,FUT	ү,м,ү,т,т,ө,н,ө,p,с,ү,ң
ү,м,ү,т,т,ө,н,ү,ү,$,V,HAB,SG,2,INFM,PST	ү,м,ү,т,т,ө,н,ч,ү,с,ү,ң
ү,м,ү,т,т,ө,н,ү,ү,$,V,SG,1,FUT	ү,м,ү,т,т,ө,н,ө,м,ү,н
ү,м,ү,т,т,ө,н,ү,ү,$,V,SG,3,FUT	ү,м,ү,т,т,ө,н,ө,т
ү,м,ү,т,т,ө,н,ү,ү,$,V,PRF,SG,2,INFM,PST	ү,м,ү,т,т,ө,н,г,ө,н,с,ү,ң
ү,м,ү,т,т,ө,н,ү,ү,$,V,SG,3,PST	ү,м,ү,т,т,ө,н,д,ү
ү,м,ү,т,т,ө,н,ү,ү,$,V,PROG,PL,3,PRS	ү,м,ү,т,т,ө,н,ү,п, ,ж,a,т,ы,ш,a,т
